 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
a31	0.1498022705	0.0130666295	0.042200672	0.002040787925	0.00913096985	0.0151782635	0.05576741825	0.199902622	0.0314056265	0.064802977	0.074261745	0.342440035
a24	0.1408755339	0.0080304626	0.0370416800733	0.00074520225104	0.0140991582833	0.0175735531667	0.09536402275	0.476444474	0.0136279821509	0.043001716467	0.0360970907	0.11709913061
a31	0.0503465940333	0.00317726526	0.0135110444978	0.000252628550053	0.0346610000944	0.0141598587222	0.11471291425	0.448682762333	0.00659227283458	0.0436007016227	0.196134135933	0.0741688358133
a8	0.0223497023444	0.00190760878	0.00856582956593	9.03157576843e-05	0.240430933365	0.0601639249074	0.0983601670833	0.196252973111	0.00494095747819	0.0521224968742	0.250798533244	0.0640165749378
a20	0.0232306561148	0.00347769699333	0.012174991522	3.37236932281e-05	0.374353671122	0.217620414969	0.0585179666944	0.119100260704	0.0025944290594	0.0344415562914	0.116060992348	0.0383936429793
a31	0.0349993877049	0.00882413733111	0.0249411908407	3.4432261076e-05	0.280010837041	0.224485023656	0.101281847565	0.0724879972347	0.0137226868531	0.0808518397638	0.0908957724493	0.0674648459931
a8	0.0349445349016	0.0189830444437	0.0431150742802	4.48353380253e-05	0.32721026568	0.091451036552	0.121770444855	0.0747618810782	0.0199740986177	0.118552191921	0.0681331624831	0.081059403331
a31	0.0410432283005	0.0275743594812	0.0522913057601	0.000535117940342	0.28861419456	0.045682694184	0.088583447285	0.0698850806927	0.0159693812059	0.125536799307	0.147616257494	0.0966681091103
a20	0.0585144544335	0.0530421878271	0.10691293392	0.00119454794678	0.120898110187	0.025153347728	0.0845030364283	0.0581874872309	0.0164827780686	0.158521256436	0.208639649165	0.107950209703
a31	0.0810206364778	0.063675091609	0.127330221307	0.00493541354893	0.0771028460623	0.0322471602427	0.0672192694761	0.0589029124103	0.0165061660229	0.130410405479	0.176239743055	0.164410143234
a20	0.0980432401593	0.0813495328697	0.111604417102	0.012093510183	0.0720313540208	0.0460057580809	0.0591408051587	0.0686278608034	0.0176038330076	0.0753629341597	0.151112321018	0.207024471078
a41	0.0856457227198	0.10393832429	0.111196735701	0.0162302257277	0.0730392466736	0.0505367053603	0.0513891137196	0.0835337202678	0.0207835446692	0.0658001137199	0.141365090339	0.196541480359
a11	0.0583181289066	0.10468976143	0.109431358567	0.0152521055759	0.0687900182245	0.0479471364534	0.0521469992399	0.120846790089	0.0282318855564	0.0663412379066	0.150350723446	0.177653833453
a6	0.0491800413022	0.124771020477	0.197381806189	0.0111367045253	0.0550632054082	0.0385365914845	0.0579282137466	0.14858448003	0.0298560101855	0.0560915669689	0.120250391149	0.111219953484
a31	0.0610339821007	0.137338740159	0.208684792063	0.0211696378418	0.0671063731361	0.0503943898282	0.0586882599155	0.115336013343	0.0266769110618	0.041065553323	0.0893106570497	0.123194680161
a24	0.0652470383669	0.171385620053	0.148891857354	0.0336553612806	0.071676534712	0.0583775266094	0.0594072193052	0.101507569114	0.0237138600206	0.031117599441	0.0971817143499	0.137838075387
a31	0.0571980594556	0.154516968684	0.113652439785	0.0320655907602	0.080982815904	0.0658302205365	0.0557098064351	0.0806434103713	0.0212392166735	0.0319673114803	0.104214716783	0.201979413796
a8	0.0624969754852	0.178250141561	0.0986578872617	0.0374529145867	0.0786210356347	0.0650261851788	0.051268334145	0.0522174794571	0.0167950418912	0.0291643871601	0.100847810928	0.229201747932
a31	0.0696715184951	0.185090423854	0.0953316457539	0.0516399161956	0.0969036868782	0.0902948950596	0.0688685900483	0.0412047371524	0.0118549699637	0.02735904472	0.0793814846427	0.182399022644
a20	0.0686770528317	0.166370694618	0.0842194052513	0.0756575040652	0.102894472293	0.0992869536865	0.0759628566828	0.0301318827175	0.0114930461546	0.0271563035733	0.0702811805476	0.187868607548
a13	0.0718306009439	0.186700798206	0.0934661017504	0.0903103713551	0.0815419107643	0.0797259132288	0.0689521422276	0.0311281155725	0.0116310208849	0.0251051401911	0.0769655201825	0.182642339183
a28	0.0710712789813	0.224377666069	0.126392470583	0.0744820204517	0.0772692769214	0.0750710577429	0.0663728274092	0.0339579068575	0.011540221295	0.0239457590637	0.0687743267275	0.146745166394
a29	0.0587640449938	0.305347245356	0.251300213528	0.0457440541506	0.0491312733071	0.0488685639143	0.0547638224697	0.0291391686192	0.00948448559833	0.0168366170212	0.0505374662425	0.0800830184647
a31	0.0694428383313	0.279028255119	0.270376617843	0.0652908387169	0.0543687521024	0.0563737693048	0.0670315094899	0.0314907382064	0.00915192336611	0.0141352060071	0.0312488594142	0.0520606904882
a37	0.0759253007771	0.293284478373	0.171527967281	0.0947024445723	0.0525813377008	0.0562328231016	0.0674346161633	0.0328097877355	0.011057040122	0.0162718880024	0.0479436698047	0.0802286581627
a31	0.069180768259	0.281856326124	0.125790355094	0.109481849857	0.0625422962336	0.0642940293672	0.0675499863878	0.0265053389118	0.012837931374	0.0256688826675	0.0537588369349	0.100533427721
a28	0.0665297594197	0.237201248708	0.098846899698	0.121782466619	0.0665740077445	0.0675816231224	0.0677123454626	0.0254093186373	0.0146658851247	0.0306947308892	0.0679389459783	0.135062800907
a31	0.0575893198066	0.209906836236	0.0792679538993	0.11851380554	0.0686315502482	0.0683109043741	0.0632348851542	0.0217193885458	0.0156024500416	0.0383988102964	0.0764629919928	0.182361130302
a24	0.0600547832689	0.219994162079	0.0824161572998	0.109373133847	0.0690200700827	0.068491506458	0.0626387717181	0.0202814741819	0.0143281443472	0.0403157384321	0.0755027739976	0.177583303434
a31	0.058870505423	0.214380274026	0.0804672287666	0.0933012966157	0.0637109733609	0.0639277121527	0.0589644905727	0.0190888117273	0.0123271327824	0.0383925534774	0.0847704646659	0.211798551145
a20	0.047034977141	0.162668244675	0.0579393522555	0.0776586498719	0.060469027787	0.0600409103842	0.0520744895242	0.0182514722424	0.0136202989275	0.0441664951591	0.128617501555	0.277458587048
a31	0.036152670047	0.140091164892	0.0417830534185	0.069676607624	0.065237713929	0.0606969951281	0.0451467401747	0.0170044290808	0.0194598566425	0.0642607433864	0.137689541518	0.302800509016
a17	0.039211143349	0.0974391182973	0.0401704778062	0.0708577525413	0.0773105919763	0.0711579120427	0.0520380377249	0.0253732456936	0.0312904795475	0.0757633277955	0.109249834839	0.310138106339
</S>	0.0444802116745	0.0912999991487	0.0464866974031	0.0670292112707	0.0632499419881	0.0600019035214	0.0504112388624	0.0359521678468	0.0384407772738	0.0651097638978	0.12515419742	0.31238391817
