 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.01211782715	0.13551339	0.0205130045	0.045057556	0.1515990075	0.047664431	0.279065525	0.3084692405
a27	0.00589316051667	0.0905631	0.0408731201667	0.0823790986667	0.151012833167	0.0221433205667	0.501017951667	0.106117425033
a8	0.00560376320556	0.050983502	0.0740609933889	0.102675524889	0.056241909389	0.0080371148889	0.655726450556	0.0466707255443
a28	0.00614900850185	0.043612074	0.173036287796	0.16511168363	0.0315912507963	0.00377977832963	0.547925873519	0.0287940155148
a31	0.00504386070062	0.0515905243333	0.271775319265	0.30326803121	0.0375188959321	0.00297960967654	0.309842354506	0.0179813911716
a24	0.00314425584021	0.0639424111111	0.309532339755	0.412341760403	0.0460215443107	0.00294847065885	0.151221486169	0.0108477298905
a31	0.00237486218674	0.112633331704	0.233617126585	0.400387263468	0.0463041014369	0.0257092389863	0.173375396723	0.0055986944635
a10	0.00331055739558	0.121345077235	0.0987951495283	0.299772541156	0.0356004058123	0.0443894149954	0.389918538908	0.00686832648783
a20	0.00770275873186	0.121972029078	0.0534320945094	0.221781523719	0.0441814306041	0.0581223436651	0.479006799636	0.0138009951626
a31	0.024285131244	0.286325789693	0.0468238821698	0.143097968573	0.0570657622014	0.0739614298884	0.334719939879	0.0337200663875
a39	0.0460290104147	0.450764896564	0.0443516957233	0.061502749191	0.0416850317338	0.0567465196295	0.185263096626	0.113657005463
a31	0.121319903472	0.400441928855	0.0511791369078	0.0389294770637	0.0334116429113	0.0486857522098	0.117242225542	0.188789951821
a18	0.153593427824	0.323795406285	0.0536652373026	0.0343617703546	0.0311365206371	0.0459928480699	0.0902330651807	0.267221737274
a31	0.178584779275	0.271425032095	0.0530939654342	0.0364514541182	0.0358913642124	0.0574822820233	0.0819171383936	0.285153999091
a17	0.183843493092	0.195846147365	0.0584756581447	0.0446686723727	0.0448735890708	0.0687259106744	0.0895200927979	0.314046456364
a31	0.151265077697	0.149123109122	0.0636011943816	0.0592409441242	0.0649778596903	0.108392863558	0.098933224266	0.304465725455
a8	0.143914689232	0.117320155041	0.0740130581272	0.0744975047081	0.0823158765634	0.131936159186	0.106880666422	0.269121881818
</S>	0.115740429616	0.111764675521	0.0769082990636	0.0762823673541	0.0798689582817	0.106040386593	0.110418465711	0.322976425909
