 	io	non	ho	niente	da	mangiare	</S>
a8	0.01727821415	0.0024917684	0.00156530003	0.34741618	0.136780075	0.0857672	0.408701287625
a31	0.0146268988167	0.0169629080667	0.0256870182633	0.381771566667	0.290884481667	0.08096417	0.189102940958
a8	0.0202863092722	0.0250327666889	0.0418334577544	0.490959062222	0.259564131222	0.0463283656667	0.115995883013
a20	0.0151577302907	0.0239858932296	0.0409579675848	0.505690040741	0.233369277741	0.130094290889	0.0507448183643
a31	0.0362262929636	0.0271215777432	0.0486293531949	0.448202946914	0.246990523914	0.162886134296	0.0299431863881
a14	0.0449155813212	0.0302200412477	0.0572476583983	0.531445428971	0.184777069305	0.134579528765	0.0168147010627
a31	0.170878150774	0.0279651440826	0.0823946361328	0.348755766324	0.170097776435	0.141788738255	0.0581197770209
a13	0.219415087258	0.0142029946942	0.265864612044	0.186140445441	0.165343488812	0.0813379947517	0.0676953498403
a37	0.109212439419	0.0062746891314	0.302781296681	0.361528635147	0.140624154937	0.0474370809172	0.0321416957801
a10	0.086113936473	0.00290435217713	0.118699378894	0.639321465049	0.0768655386457	0.0546736529724	0.0214216809267
a20	0.062040281491	0.00159408212571	0.0432247268313	0.782316955016	0.0489663738819	0.0511262203241	0.0107313682422
a7	0.038182856497	0.00098608010857	0.0151460108104	0.880722685005	0.025177376294	0.0333564787747	0.00642856901407
a18	0.0312467201657	0.00111209953619	0.00658293310347	0.901021341668	0.0216616627647	0.0330995055916	0.00527579537136
a44	0.0276043287219	0.00130000411206	0.00433341006782	0.904882093889	0.0212289792549	0.0344365551972	0.00621467249045
</S>	0.0229845003609	0.00133426805603	0.00389299233391	0.907617796945	0.0204936396274	0.0356894875986	0.00798739224522
