 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.0081074432	0.022123638	0.00151323345	0.001042596932	0.003198674998	0.0017961018	0.003751733	0.441215895	0.040645824	0.0160536235	0.157283345	0.30326788169
a18	0.00462454625333	0.00938401741333	0.00082096046	0.000354084399513	0.001082745667	0.00216189423333	0.0100931568333	0.478312891667	0.301925524667	0.0267313475	0.0629860389333	0.10152283679
a31	0.00168611393444	0.00521670075111	0.000332348272667	0.000118746887284	0.000388686558	0.00228213443444	0.0132448772778	0.290271683889	0.388737351556	0.0657028748333	0.188534786911	0.0434837526967
a20	0.00194946890815	0.0080869277837	0.000754191966889	4.58804596947e-05	0.000182195314	0.00128050910148	0.00788287275927	0.340194537963	0.176137840519	0.0617718282778	0.375831732304	0.0258820618989
a15	0.00261723866938	0.00796962199457	0.00111731787896	2.33022833316e-05	9.35988933333e-05	0.00351181306716	0.00719201358642	0.418461515988	0.223646333506	0.0461955610926	0.277723726435	0.0114480172996
a31	0.00620068278979	0.0836029147315	0.000969739982987	3.90138438772e-05	0.000200641345111	0.00468254262239	0.00796253452881	0.333247425329	0.221230496169	0.0735936253642	0.240249427812	0.0280210000999
a20	0.00835764542993	0.140441921577	0.001697230661	5.22029866257e-05	0.00032063080837	0.00309819840746	0.0046537321896	0.178383018443	0.0878928393897	0.0950677017881	0.436518695937	0.0435162193666
a11	0.00469589282664	0.108749007192	0.00171725695367	3.37162655419e-05	0.00028744534279	0.00299085520249	0.0023459721432	0.088446097481	0.0481412341299	0.129938767263	0.575064165312	0.0375896191222
a0	0.00213007131221	0.0869410957307	0.00075828015789	2.2550395514e-05	0.000259383657597	0.00395610820083	0.00395399644773	0.0394724951603	0.0425410583766	0.218593825754	0.565293831771	0.0360773307074
a41	0.00152532432407	0.0654385662436	0.00036940086263	3.21787231713e-05	0.000368015995866	0.00505300840028	0.00944146948258	0.0279097827201	0.0542209144589	0.276019548585	0.529977137257	0.0296446932358
a20	0.00199528834136	0.0616842314145	0.00037123522421	3.70500667238e-05	0.000608698555289	0.00800807680009	0.0272423044942	0.0582870605734	0.0926716014863	0.283094416195	0.444737662419	0.0212623787453
a31	0.00327410891379	0.0671123988048	0.000725959674737	6.52802722413e-05	0.00112613234176	0.0153070106	0.0519686781647	0.119091416858	0.129148267162	0.256612205398	0.328088587473	0.0274799569151
a30	0.00444455423793	0.111707709602	0.00191000109158	0.000299221760747	0.00539593024725	0.0243938968667	0.0654818893882	0.218434138953	0.115929219054	0.177010168466	0.226934614491	0.0480586706384
a31	0.015339728746	0.182557149867	0.0161589186305	0.0105338254536	0.0213838354157	0.0541756679556	0.108598909796	0.236605179651	0.078995175018	0.103666626822	0.107072040164	0.0649129568795
a20	0.0227880592487	0.202402689956	0.0347670188768	0.0226742728179	0.0339728674719	0.0866666843185	0.120716496599	0.147252911217	0.0472305383393	0.077978146274	0.0712742917213	0.132276015627
a31	0.0755363277496	0.174805336652	0.0569047802923	0.0538972982726	0.0548746324906	0.0913272097728	0.0797382308663	0.085761286739	0.0342152014464	0.0690285300913	0.0692524439071	0.154658716542
a37	0.10794127125	0.149461655551	0.0816528634308	0.0866903394242	0.0722824808302	0.0895328099243	0.0560807306221	0.0476012142463	0.0307235104821	0.0832483480304	0.0617379203024	0.133046870181
a35	0.06601033475	0.147501888517	0.100533466144	0.0938040498081	0.0661202259434	0.110030956641	0.0539444685407	0.0351713134154	0.025050675494	0.0919262880101	0.0536731227675	0.15623322006
a11	0.0386137439167	0.175418376172	0.100487373715	0.0797906176027	0.0638546596478	0.158100892214	0.0725689628469	0.0440866668051	0.0199621188313	0.0560955333367	0.0400456502558	0.150975433353
a46	0.0293816679722	0.200263588724	0.0887857212383	0.0623994418676	0.0606917662159	0.172522810738	0.0831331476156	0.056684412935	0.0194024949438	0.0426693647789	0.0346050454186	0.149460581118
a31	0.0381007216574	0.182658199575	0.123553123746	0.0973781089559	0.0684917397386	0.159211886913	0.0723188702052	0.0483573923117	0.0202069289813	0.0392960872596	0.0303655218062	0.120061445373
a46	0.0401890855525	0.139810319858	0.141638391249	0.116583892985	0.0649872999129	0.127359105638	0.0493122774017	0.0334027421039	0.0231027043271	0.0792944897532	0.0490774606021	0.135242246791
a18	0.0293214121842	0.128197259953	0.13809213375	0.105609090995	0.0530233933043	0.129509361879	0.0615583721339	0.0378041907013	0.024600402109	0.0919414305844	0.0563295768674	0.14401342893
a31	0.0368158650614	0.140009789984	0.175111797917	0.139785163665	0.0686095127681	0.155925570626	0.067753727378	0.0365283645671	0.0220696543697	0.0454991848615	0.0340830309558	0.0778084186433
a1	0.0420299103538	0.116330679995	0.167027722639	0.140804833222	0.0649296325894	0.115720488209	0.037824786126	0.0252900865224	0.0283583161232	0.0893304222872	0.0629320969853	0.109421078548
a20	0.0376596967846	0.0886272533317	0.14128967088	0.113923056407	0.0513450121965	0.082502505403	0.0436720123753	0.0319295578408	0.0376982480411	0.122045524096	0.0848605669951	0.164446892849
a31	0.0449122525949	0.0847856711106	0.187113010293	0.139478338802	0.0585890620655	0.0875541431343	0.0534566617918	0.0396162922803	0.0382198036804	0.0794045336987	0.0615808803317	0.125289336616
a27	0.0435400871983	0.0744275003702	0.194958500098	0.138841702934	0.0544309030218	0.0781574710448	0.0386728252639	0.0335174054268	0.0346650242268	0.0913488368996	0.0611318147772	0.156307911205
a31	0.0485985463994	0.0676410101234	0.188066486699	0.133453224311	0.0518228100073	0.0705982903483	0.033438226088	0.0337902934756	0.0344253794089	0.0976721302999	0.0708341429257	0.169659476068
a46	0.0495389987998	0.0626385883745	0.175180710233	0.123475918104	0.0492776333358	0.0650840617828	0.0312166033627	0.0336026461585	0.0347861954696	0.109694044767	0.0793954576419	0.186109187689
</S>	0.0385885193999	0.0503268466873	0.136784542116	0.094234424052	0.0402468866679	0.0517499183914	0.0275632426813	0.0292133030792	0.0336753862348	0.148276712383	0.0876990188209	0.261641218844
