 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
a31	0.178739602	0.187786831	0.084957178	0.0055226175	0.0267336758	0.122025187	0.0464660625	0.0732605225	0.2745083139
a16	0.0833222677567	0.174029290533	0.0712437109033	0.00740017883333	0.122607043933	0.342684409	0.0434410701667	0.0620432791667	0.09322876866
a31	0.0340589560089	0.0594288169777	0.0441859012044	0.00970441161111	0.219422917978	0.453613736333	0.0877531377222	0.0501291763889	0.0417029723133
a24	0.017686951033	0.0236665795926	0.0379850247348	0.0418061058704	0.329608642659	0.358511592111	0.108556586574	0.053515785463	0.0286627271044
a28	0.006046567941	0.0410092605309	0.0309070239116	0.10525387529	0.394065840886	0.24529940737	0.0827148695247	0.0642788751543	0.0304242713681
a31	0.003900163447	0.0534421868436	0.0469844566372	0.0959093877633	0.314494106962	0.148895807123	0.198212396508	0.0924233333848	0.0457381677894
a41	0.00324655966233	0.0375693676145	0.0435109282124	0.0482601159211	0.253347515654	0.095892279041	0.355408615503	0.102617496128	0.0601471192631
a31	0.00551849516744	0.0259954552048	0.0220482069375	0.029187306207	0.163165414885	0.082156298347	0.412823761834	0.186609562043	0.0724954997544
a28	0.133739223056	0.0287827324016	0.0108391501792	0.0120689605357	0.0619529889617	0.0775345861157	0.334278623945	0.219930052348	0.120873673251
a20	0.360324007685	0.0502692774672	0.0121549447264	0.0083022774119	0.0277450379872	0.0457061653719	0.180694458648	0.135938679116	0.178865131084
a46	0.497269552562	0.0561530134891	0.0432304045755	0.00910787247063	0.0297075173291	0.024893296124	0.0751734293827	0.080945936372	0.183518980361
a11	0.360575788854	0.092766672163	0.0696287095252	0.0281924818235	0.0989207397764	0.0802190930413	0.0492501422942	0.0753463954573	0.145099973454
a46	0.134245363285	0.107758444054	0.0724424811751	0.0381659839412	0.219652189925	0.148929661014	0.0581272894314	0.103143358486	0.117535194485
a31	0.0684778477617	0.0660652413513	0.0650893193917	0.0277232333137	0.279485103308	0.235780563671	0.0628183701438	0.107110758162	0.0874495161617
a17	0.136655520254	0.0556690087838	0.0740978954639	0.0237729894379	0.242778331103	0.260403571224	0.0575739093813	0.0910068847207	0.0580418387206
a31	0.253671736751	0.0907550112613	0.0904316651546	0.0296997494793	0.172571338701	0.160651700408	0.0521281991271	0.0803478249069	0.0697427449069
a20	0.22900648225	0.10799598042	0.0730593833849	0.0347464188264	0.106019988567	0.0944514824693	0.0684958080424	0.128093038302	0.158131418302
a31	0.187137904083	0.129014753473	0.065310632795	0.0460683519421	0.0753388635223	0.0737274398231	0.0811286460141	0.149767507767	0.192505887434
a13	0.162238754694	0.135773126491	0.0600329265983	0.054124267314	0.0640799245074	0.0638924056077	0.0792221620047	0.153098567589	0.227537840478
a18	0.132052864898	0.110688867497	0.0588448845328	0.0609744791047	0.0678325415025	0.0587508875359	0.0794665206682	0.16156536253	0.269823570159
a13	0.159612208299	0.120705082499	0.0757943598443	0.0736263447016	0.0926424871675	0.066390312512	0.0755085868894	0.129441690843	0.206278930053
a31	0.179686929433	0.147144380833	0.0829637666148	0.0758992052339	0.0955154190558	0.0719227341707	0.0741636922965	0.113396180281	0.159307683351
a18	0.140884795478	0.129197020944	0.0681042415383	0.0654483557446	0.0722979913519	0.0632877060569	0.0802586774322	0.146517490094	0.234003717784
a3	0.104252844159	0.094295485648	0.0628959715128	0.0659404372482	0.071891716784	0.058152870019	0.0841834678107	0.165141926698	0.293245302595
a0	0.111535511386	0.101372216549	0.0806325588376	0.0818557390827	0.0933051402613	0.068779056673	0.0845112612702	0.138956923899	0.239051594198
a20	0.103542095462	0.10159397885	0.0884554912792	0.0845895896942	0.0946323167538	0.075903248891	0.0895887570901	0.133158719633	0.228535804733
a31	0.104100470154	0.101066776283	0.0941989457597	0.0940413252314	0.0984496135846	0.0872491779637	0.09754581903	0.127011569878	0.196336324911
a13	0.104659336718	0.103521535428	0.0969219605866	0.101550609077	0.100961477862	0.0932004809879	0.101522396343	0.123551789959	0.174110441637
a31	0.106582692239	0.106450271809	0.0971257701955	0.102373841692	0.0999066262873	0.0954222336626	0.103111342114	0.122434399986	0.166592857212
a20	0.0957476787463	0.0957475359363	0.0868900043985	0.0920485372307	0.0889768404291	0.0874104855542	0.100909917371	0.135049236662	0.217219812404
a13	0.0830219709154	0.0846309839788	0.0805516991328	0.0994266990769	0.087785778143	0.0827847395181	0.10054395579	0.141901175554	0.239353034135
a20	0.0937883836385	0.0953254413263	0.0940001563776	0.116819636359	0.103211610714	0.0953876131727	0.105703628597	0.126152513518	0.169611028045
a31	0.103404964546	0.104116163775	0.102808398793	0.11335122212	0.107324900238	0.102949901058	0.108147841199	0.118242929506	0.139653680682
a17	0.103272964849	0.103556203258	0.102389366264	0.11201836404	0.106358508746	0.103172990353	0.108526848733	0.118752653169	0.141952104894
a20	0.100143131616	0.100816667753	0.100262208755	0.113269336013	0.105823949915	0.101244985118	0.107996432911	0.12081934439	0.149623954965
</S>	0.101291730808	0.101936470876	0.101885789378	0.114984620007	0.107838772458	0.102434560059	0.108337721455	0.119121447195	0.142168897483
