 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.130545929	0.3760256258	0.01827268065	0.00556613375	0.025124710175	0.10533312935	0.339131769431
a31	0.390109733	0.377730597267	0.05751269355	0.0145811820833	0.00916902650833	0.0372668334833	0.113629969598
a37	0.572354164333	0.138161199422	0.199231294517	0.0275328026944	0.00386871643611	0.0200224419611	0.038829430466
a31	0.640220621444	0.064596544474	0.241147094839	0.0247691162315	0.0016237280687	0.014106134787	0.013536752522
a7	0.559518773815	0.050115559158	0.270518844946	0.0979972074105	0.00165883034623	0.0142507873957	0.00593997084067
a31	0.574296477938	0.0373540685193	0.249486012982	0.11808695341	0.00374774444874	0.0129007623986	0.00412792578022
a44	0.816271445979	0.0240914583064	0.103767817327	0.0397193005	0.00428418781625	0.0070923775662	0.00477334252674
a31	0.884203005326	0.0226622077688	0.053637937609	0.0139828656567	0.00543310227208	0.00943578402207	0.0106450840089
a7	0.926653581775	0.0122776999896	0.021198506003	0.0052716329789	0.00689515589069	0.0103540610074	0.0173494056696
a3	0.926697183925	0.0069461300632	0.00952240313433	0.00258282995297	0.0125510044302	0.0217239976691	0.0199764702232
a20	0.824276894642	0.00953475268773	0.0103288145448	0.00936136491766	0.0340837091434	0.0731921865564	0.0392222857411
a31	0.695102398214	0.0330892005626	0.0268791271816	0.0334488416392	0.0601879197145	0.0865987175188	0.064693800247
a0	0.465989419405	0.0598218968542	0.0462978203939	0.0580463092131	0.0729423499048	0.10672801784	0.190174196749
a31	0.256721623135	0.0930439756181	0.0685538114646	0.077165045071	0.0939072199683	0.141986092613	0.26862228225
a8	0.182757494378	0.103296100206	0.0794674104882	0.0840278016903	0.103818814989	0.156921194204	0.28971120075
</S>	0.131940682189	0.086789797603	0.0745673502441	0.0792498258452	0.0944943149945	0.181852407102	0.351105600375
