 	il	muro	vuole	uno	specchio	</S>
a23	0.173045347	0.05758871	0.336536525	0.066035065	0.058428038	0.308366303
a20	0.446640912333	0.0240642939513	0.324304858433	0.0619439216667	0.0317770431667	0.111268951333
a31	0.601129174111	0.0082002668551	0.114467554244	0.204840007222	0.0242072362222	0.047155738111
a24	0.58201351137	0.0051635698717	0.0486169384147	0.284280349074	0.0280769034074	0.051848752037
a31	0.750739870457	0.00724943029057	0.0254902424716	0.147494763025	0.0212615006691	0.0477642260123
a13	0.667945033486	0.00670926966352	0.0308663854905	0.0698592010083	0.085332718423	0.139287400671
a39	0.341380531162	0.00343536959451	0.0315103930635	0.0403171770028	0.149563529474	0.433792993557
a20	0.308906587054	0.0025227876715	0.0152863832545	0.0517768590009	0.128694439825	0.492812931186
a31	0.416953615685	0.0157104212238	0.0147141750848	0.186674409667	0.108154433275	0.257792942729
a24	0.304431608562	0.0223325810746	0.0162072636949	0.436538469889	0.096846409425	0.123643653243
a8	0.236479086187	0.0228709810249	0.0256226322316	0.520058323296	0.086719366475	0.108249597748
a31	0.225212635396	0.042719023675	0.0739229387439	0.363700617765	0.101492337158	0.192952449249
a20	0.189578811799	0.0592268978917	0.105003247915	0.222028495922	0.123404135719	0.300758393083
a31	0.1844052306	0.0838719592972	0.105399087638	0.185062538641	0.133402178573	0.307858977694
a29	0.1689710702	0.109723826432	0.116584552546	0.181600379547	0.149567846191	0.273552319231
a31	0.172464250067	0.122208572144	0.121148520849	0.197318529849	0.152105645397	0.234754479744
a8	0.170669333356	0.134681127381	0.129217390283	0.20316892995	0.155041838466	0.207221343248
a20	0.156678597785	0.135745389127	0.135429340094	0.19760742665	0.169521869489	0.205017357749
</S>	0.145290453893	0.132440879563	0.133957680047	0.207396803325	0.178357249745	0.202556958875
