 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.1729926625	0.19705498615	0.016715638	0.099685793	0.155741487	0.0656155785	0.29219384413
a31	0.0852072751667	0.202354360717	0.234943776	0.168557024333	0.159798892333	0.0513863918333	0.0977523081733
a7	0.0331399055556	0.083648432239	0.356821825333	0.334564698111	0.111909287444	0.0398842439444	0.0400316534344
a31	0.177190406352	0.0389204360797	0.321370875111	0.330404286037	0.083727784148	0.0272622889815	0.0211239238781
a20	0.272086702117	0.0210703876932	0.326519415037	0.282676805346	0.066661819716	0.0215095696605	0.00947525335937
a2	0.455059734039	0.0211808535644	0.186747717679	0.254043451749	0.0595417832387	0.0175429900535	0.00588343608646
a41	0.750336931346	0.0181764965215	0.0930407085597	0.0886163612163	0.0304341387462	0.0139377241845	0.00545762299549
a20	0.856008263782	0.0134040151738	0.0604134139532	0.0336109015054	0.0203115862154	0.0116300107282	0.0046218188485
a46	0.642557747927	0.0161592143913	0.0254176094177	0.0172249299351	0.0364468310385	0.257608879909	0.00458482913283
a31	0.297717072642	0.0850875324638	0.0386494334726	0.034677595645	0.0747120983462	0.43123843997	0.0379178367109
a11	0.157134477547	0.121160063155	0.0494744821575	0.0427025858817	0.0839256174487	0.434799153323	0.110803608904
a35	0.111749649182	0.136706263385	0.0880687550525	0.0464106926272	0.0717381604829	0.403698067774	0.141628396301
a31	0.128991533061	0.181440191128	0.130340441684	0.0749302142091	0.080877738161	0.266425679258	0.136994198767
a11	0.11144999602	0.154216513709	0.112280568895	0.083850233403	0.0974552907203	0.238235076419	0.202512339589
a28	0.12479139034	0.148415887903	0.155435411298	0.0821849964677	0.0859090549068	0.194880428806	0.208382853196
a20	0.138575070113	0.166007622634	0.173854293766	0.0816788588226	0.0795153329689	0.183425412935	0.176943441065
a10	0.126624103371	0.157393084211	0.140435681255	0.0829142129409	0.089805447323	0.206508284312	0.196319213688
a31	0.13458822779	0.149681381404	0.144773117085	0.10287645098	0.107632357441	0.182586368104	0.177862111229
</S>	0.141353788895	0.147042235702	0.145390023543	0.11650931549	0.119573238721	0.167993169052	0.162138240614
