 	essendosi	vestito	</S>
a46	0.300364034	0.51368282	0.185953125
a31	0.185683014	0.591328106667	0.222988885
a18	0.127204992393	0.384987938889	0.487807071667
a31	0.0462371045243	0.407296296296	0.546466590556
a20	0.0192616187748	0.568922332099	0.411816030185
a46	0.0283213608583	0.660505177366	0.311173433395
a20	0.0323752363194	0.819860242455	0.147764511132
a31	0.0635440114731	0.790942280818	0.145513723711
a0	0.0779773468244	0.774838843606	0.147183831237
a46	0.0323845568081	0.867386461202	0.100228992079
a35	0.0129651198027	0.862106523734	0.12492836236
a46	0.0068131138009	0.766511797911	0.226675067453
a24	0.0070893188003	0.57607691597	0.416833722484
a46	0.0106371326001	0.39761231199	0.591750557495
a24	0.0141441468667	0.28881324733	0.697042619165
a31	0.0494867502889	0.235633615777	0.714879606388
</S>	0.0835213781445	0.220249177889	0.696229403194
