 	il	morto	si	piange	</S>
a20	0.095342936255	0.50136044075	0.013533362	0.07961356296	0.310149707725
a31	0.142911752922	0.71648806025	0.00993615466667	0.026553240365	0.104110842392
a18	0.365548950974	0.58178547675	0.00824839748889	0.008864040706	0.035553164764
a15	0.518367500325	0.429337898917	0.0362358600963	0.00299638786633	0.0130623577547
a31	0.369174131108	0.579302282972	0.0449096545621	0.00104374770044	0.00557017214157
a15	0.131810229369	0.850423544324	0.0152351048607	0.000377886910147	0.00215320911386
a31	0.0472632491897	0.946247308108	0.00528808173957	0.000170048345382	0.00103129264795
a29	0.0179688236299	0.975520279369	0.00585097688919	9.3287491794e-05	0.000566616755983
a31	0.0425532503766	0.95056275979	0.00637803556306	9.7932048598e-05	0.000408003401994
a0	0.0513750940255	0.94453121993	0.00257043143435	0.000426179716199	0.00109704731066
a31	0.0830509919085	0.909934506643	0.00321414429145	0.00114457663873	0.00265577357022
a13	0.147123240636	0.820847182214	0.00858059393048	0.00713572874624	0.0163132536567
a18	0.142160936879	0.796018107405	0.0107224269768	0.0157378712487	0.0353606575522
a41	0.102254055626	0.843960752468	0.00665800285893	0.0152933644162	0.0318338248507
a31	0.155968475209	0.751757587489	0.0386315058196	0.0194388168054	0.0342036112836
a18	0.28011645507	0.512192632496	0.0615491366065	0.0517970836018	0.0943446790945
a31	0.284509708357	0.386629500832	0.120053773536	0.0773020528673	0.131504965031
a46	0.300473542786	0.275409998611	0.142272095179	0.112040815956	0.16980354701
a31	0.345069120929	0.202493154537	0.114199595726	0.140608225319	0.197629879003
a0	0.30138401031	0.200464088179	0.140033235242	0.15450040844	0.203618216334
a31	0.287946353437	0.197985789393	0.147312375081	0.16004214948	0.206713305445
</S>	0.306688956718	0.215807924697	0.14865044754	0.14629157474	0.182561092722
