 	il	ladro	è	entrato	da	qui	</S>
a31	0.063115129	0.082311248	0.0155092112	0.3813856305	0.036626952	0.113715381405	0.30733638801
a17	0.0323244016667	0.0945380793333	0.0185741674	0.674865746833	0.0391512753333	0.0379642606101	0.102582027489
a37	0.0506917265556	0.176269076444	0.0497505781333	0.648749628944	0.0274986734444	0.0126601460801	0.0343801483318
a35	0.0725352288519	0.406350938815	0.0679504447111	0.407213139648	0.0300117128148	0.00423098875403	0.0117074975106
a18	0.061885474284	0.604890192938	0.0494631535704	0.220262374883	0.0578909709383	0.00142979699568	0.00417799826353
a31	0.0711349927613	0.663328830979	0.0440429511901	0.110535343294	0.108790693646	0.000507901115227	0.00165928741118
a24	0.118551094254	0.569953110326	0.05976141373	0.101120584431	0.149210851215	0.000442149266409	0.00096080617706
a31	0.129860784751	0.561852736775	0.0676103145767	0.0957136521437	0.127402667072	0.00605632322214	0.011503563159
a16	0.0916451502503	0.510691635592	0.0556096268589	0.0568290080479	0.179702282357	0.040571949074	0.0649504157197
a31	0.131315962083	0.337532875197	0.0562021316196	0.0579556773493	0.214113097452	0.0992675950247	0.103612708573
a46	0.164601117361	0.250837285066	0.0453997462065	0.0555684637831	0.209753769151	0.164184605008	0.109655026191
a31	0.13983332912	0.182581281689	0.0497182937355	0.0730645045944	0.24384614305	0.197990905003	0.112965505397
a46	0.135899339707	0.129301305563	0.0531365879118	0.0812926481981	0.20737514435	0.244335801668	0.148659125132
a31	0.135797583236	0.113260830188	0.0596821093039	0.0870493427327	0.20070475145	0.244942490556	0.158562895044
a35	0.120541627745	0.104314286729	0.068374947768	0.0950159975776	0.18783951715	0.247742640185	0.176171018348
a31	0.117588839248	0.101748945576	0.0727768239227	0.0961220791925	0.179966625717	0.247163316728	0.184633409449
a8	0.114163043083	0.0985746485253	0.0726093079742	0.0935416807308	0.167805805239	0.252616945576	0.20068860315
a31	0.128059654361	0.106440759508	0.0780046709914	0.0899508112436	0.141479808413	0.247036945192	0.209027364383
</S>	0.157378917181	0.135839379754	0.100293787996	0.110579830622	0.151151709207	0.185407032596	0.159349352192
