 	che	non	li	aspetiamo	</S>
a20	0.044094432	0.0542702	0.0612130335	0.721296835	0.1191254515
a8	0.0736998196667	0.0327599866667	0.0222355810567	0.809612745	0.0616918415
a7	0.129655979889	0.0197483942222	0.00850416764223	0.762747048333	0.0793444038333
a35	0.243642669963	0.0291037547407	0.00427735601408	0.651395872778	0.0715803156111
a46	0.370081756654	0.0940989295802	0.00237444427136	0.503359454259	0.0300854252037
a31	0.382453425551	0.16791571986	0.0103358922905	0.386923508086	0.0523715394012
a11	0.333217885184	0.243150599953	0.0159126244302	0.332622969362	0.0750959678004
a31	0.378453601728	0.256961126651	0.0112140018101	0.308408873121	0.0449623753668
a0	0.371729090576	0.17518786555	0.0117147656034	0.414309524374	0.0270587472223
a31	0.242967783525	0.120856438517	0.0285099278678	0.515862241458	0.0918036177408
a30	0.151944261175	0.0790247561723	0.0316491456226	0.545988880486	0.19139296258
a0	0.0890748270583	0.0434662173908	0.0337060735409	0.527543850162	0.306209067527
a31	0.0668681810194	0.0557839711303	0.0605927751803	0.362170173387	0.454584945842
</S>	0.0670389585097	0.0741391105652	0.0742347125901	0.260305336694	0.524281922921
