 	lo	sentii	che	viene	</S>
a43	0.304598198	0.500643036	0.0113506888	0.0528168845	0.13059121285
a17	0.142001698	0.579171768667	0.0160560528	0.214347951167	0.0484225385167
a11	0.130647869333	0.340075142889	0.0318714956	0.470764940389	0.0266405581722
a31	0.118137049778	0.212905455963	0.0476455465333	0.599446413463	0.0218655613907
a46	0.142129569926	0.326832396988	0.0553033268444	0.460982804488	0.0147519113636
a6	0.129554012975	0.563313222329	0.0766303456148	0.221273298163	0.00922914435453
a31	0.127426830658	0.68103497411	0.0668097350716	0.118518666221	0.00620984978484
a15	0.431200230219	0.49875000037	0.0244489467572	0.043276767907	0.00232415386161
a20	0.50792562674	0.447441322457	0.0159424174524	0.0260614486357	0.00262925302054
a31	0.227909029913	0.727365350819	0.0221158324841	0.0196888538786	0.00292097297351
a17	0.117132632304	0.76074575694	0.039770970828	0.0607667119595	0.0215839801578
a31	0.0891778811013	0.703592615647	0.0579671919427	0.0937516086532	0.0555107080526
a13	0.0548154583671	0.629902975216	0.0968491223142	0.136368130884	0.0820643193509
a39	0.0319277594557	0.632040118405	0.125463394105	0.142258698628	0.0683100364503
a46	0.0334615628186	0.689498592802	0.098504244035	0.104299411209	0.0742361988168
a31	0.0597823362729	0.589289510934	0.107689484012	0.11974637707	0.123492332939
a18	0.0812091654243	0.474872163645	0.134618428004	0.131136039023	0.17816424098
</S>	0.0877365627121	0.425516681823	0.131639764002	0.139703459511	0.21540355549
