 	non	mi	aspetti	non	vengo	</S>
a33	0.0673353845	0.18677922	0.31833514	0.0984181185	0.1722069	0.156925301
a31	0.0882480978333	0.179239456667	0.38983268	0.0460246161667	0.112284239333	0.184370947667
a37	0.0979507656111	0.156014072222	0.288608016667	0.0395385697222	0.174593835778	0.243294755889
a35	0.0387780631037	0.154679119074	0.179010125556	0.0365340969074	0.343271515259	0.247727095296
a31	0.0283536932679	0.261122821358	0.168007148519	0.0173886765691	0.324430171753	0.200697513765
a7	0.0255534803226	0.426783607119	0.235695459506	0.013202001123	0.227192037251	0.0715734219217
a18	0.0190055553409	0.404154535706	0.300843093169	0.014188971041	0.228109179084	0.0336986476406
a24	0.0286165571136	0.283431041902	0.28364734439	0.017647042347	0.364162646361	0.0224953668802
a31	0.0452936857045	0.204538973967	0.175930374797	0.0253527131157	0.46602740212	0.0828568782934
a20	0.0399662362348	0.128246588322	0.0921365099323	0.0508183290386	0.48394803404	0.204884339431
a8	0.0158246634449	0.051064039774	0.0358120456441	0.0529270170129	0.60239434468	0.24197790981
a31	0.0258212828483	0.051589013258	0.0495868692147	0.0432686743376	0.573572298227	0.25616187327
</S>	0.0428929564242	0.073063191629	0.0781555996073	0.0553680971688	0.460711174113	0.289808986635
