 	le	melanzane	vogliono	girate	</S>
a31	0.405690085	0.38138028	0.042090946197	0.04202397135	0.128814701505
a35	0.29869125	0.599932213333	0.014627503097	0.04215687335	0.0445921327383
a41	0.205024671667	0.606410847778	0.005761902419	0.108562903117	0.0742396188128
a10	0.146066921556	0.631353839259	0.00297793662633	0.124468329039	0.0951329336043
a18	0.066900601852	0.815025643086	0.00343560304211	0.0691596016797	0.0454785575348
a35	0.034386192284	0.908781064362	0.00740798751404	0.0329292145599	0.0164956007116
a31	0.0499041220947	0.919045638121	0.00956333483801	0.01556919262	0.00591775600387
a34	0.0721965306982	0.774328949374	0.057137406946	0.0320604219733	0.0642766819013
a8	0.0711457935661	0.484763456458	0.115747812315	0.107041433991	0.2213014773
a31	0.078786224522	0.278848138819	0.170287204105	0.158209787997	0.313868635767
a8	0.0853811128407	0.189865458273	0.194587768035	0.181698512666	0.348467138589
</S>	0.0823435334204	0.149945447136	0.174379234017	0.206748536333	0.386583219295
