 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.06879209485	0.008961563535	0.002215430165	0.00207669483	0.00775267416	0.03025124528	0.70116241	0.17878787324
a3	0.0233638992367	0.00722229086833	0.004225924065	0.300804591663	0.00296247896	0.0101037449586	0.59153585	0.05978121749
a17	0.0174692407989	0.0798453942894	0.018013208355	0.557869913888	0.00368236655333	0.00337302433913	0.28517735	0.03456952908
a28	0.0200211935996	0.235878468096	0.026738436785	0.398467754629	0.00591013261778	0.00114176445238	0.26423407	0.04760820536
a20	0.0130340926999	0.268075772699	0.0189410842617	0.197809471876	0.00529196513926	0.00040750063246	0.454775553333	0.04166460512
a24	0.0074156887333	0.152227954233	0.00919107318723	0.0765161209253	0.00322075661309	0.000159343597153	0.732558731111	0.0187104013067
a46	0.00482154874443	0.0652508767443	0.00362183214574	0.0263424791984	0.00187364570436	6.72670993843e-05	0.891186443704	0.0068359424089
a19	0.00601437808148	0.0326917669148	0.00174555943191	0.0095723603228	0.00219453220145	5.63389671281e-05	0.944359414568	0.0033656553763
a46	0.0210339556938	0.0440555099716	0.0079357528773	0.00606060127427	0.00599799850048	0.000768668492376	0.911357638189	0.00278986265877
a31	0.0477505442313	0.0562843999905	0.0111504669591	0.00616542609142	0.00836790426683	0.00126923473079	0.866559546063	0.00245246335292
a7	0.0794152064104	0.122690931663	0.0137017493197	0.0140175321971	0.0108265211889	0.00231328781026	0.753207565354	0.00382720991764
a27	0.14543436547	0.270455187221	0.0201037667732	0.0341155357324	0.0135895083963	0.00599233017009	0.493714025118	0.0165952843059
a11	0.201681241823	0.41367269574	0.0228346795911	0.0608538295775	0.0113124207988	0.00702822139003	0.260086110039	0.0225308077686
a18	0.199769780608	0.531540335247	0.027407355197	0.0827323515258	0.00849387026627	0.00517624579668	0.130749163013	0.0141309085895
a31	0.168573500203	0.605461775082	0.0331906587323	0.100551056842	0.00738263722209	0.00384546486556	0.0728962023377	0.00809869482983
a27	0.137002696734	0.695335168361	0.0293803029108	0.0803191852807	0.00590201670736	0.00289107175519	0.0435379504459	0.00563158414328
a31	0.120625867578	0.748206639454	0.0344790969703	0.0506894374269	0.00791967640245	0.0070503511184	0.023664110482	0.00736480228109
a20	0.117407527859	0.744821863151	0.0392920536568	0.041806261809	0.0112383438008	0.0113976430395	0.0197615901607	0.014274715427
a11	0.109825995953	0.73866732105	0.0508073552189	0.0363643609363	0.0114659186003	0.0122619433465	0.0177865433869	0.0228205951423
a31	0.111169008651	0.62069852035	0.0965354884063	0.0691630886454	0.0258666698668	0.0273875251155	0.0238473534623	0.0253323563808
a20	0.117974867884	0.515452040117	0.105745609469	0.0860132795485	0.0375620549556	0.0393173780385	0.0394478294874	0.0584869234603
a31	0.118568190961	0.428557520039	0.129499599823	0.0988559031828	0.0469675753185	0.0482065013462	0.0505737864958	0.0787709244868
a39	0.109789916987	0.303823740013	0.149076611274	0.111352964394	0.0589600051062	0.0598766204487	0.0623599188319	0.144760248162
a31	0.108800198996	0.255750656671	0.152629091758	0.113337948131	0.0646769863687	0.0650718734829	0.0683026596106	0.171430639387
a8	0.103985816332	0.204492585557	0.144859870586	0.10925517271	0.0687006921229	0.0689461444943	0.0777151645369	0.222044609796
</S>	0.085912223166	0.161132397778	0.111861330293	0.091757096355	0.0670890360615	0.0679599572472	0.0892644592685	0.325023544898
