 	qui	dentro	vuole	un	tappeto	</S>
a31	0.26809018	0.357039515	0.18022729	0.0698214545	0.088808488	0.036013038
a18	0.168823024838	0.270123984333	0.21806714	0.131603156167	0.189435668	0.02194701
a10	0.056282025435	0.0981749084443	0.352079806667	0.213512245389	0.247057449333	0.0328935466667
a31	0.0188047108163	0.0652652004814	0.351779908889	0.267152051796	0.264530903111	0.0324672016889
a14	0.00634769169543	0.0540046791605	0.309174542963	0.298379443932	0.31450469437	0.017588950363
a31	0.0517022186351	0.157164052054	0.322932890988	0.221388634644	0.230798878123	0.016013349121
a39	0.0690396186784	0.202115840685	0.238214213663	0.177084718215	0.298230139374	0.0153154900403
a31	0.113159295359	0.134485303562	0.159939874554	0.164384339405	0.320097239791	0.107933975013
a39	0.152988811786	0.162002027854	0.177607854851	0.151818249802	0.168814996597	0.186768065004
a33	0.117881930595	0.208105829285	0.20683846495	0.153503033267	0.130809663532	0.182861071668
a31	0.144831373532	0.209993046428	0.187987818317	0.139269774422	0.127306932511	0.190611060556
</S>	0.171462086766	0.180535563214	0.170069084159	0.147898317211	0.139616121255	0.190418820278
