 	il	dito	si	gonfiò	</S>
a39	0.202300792	0.49137091	0.190253125	0.0557689686	0.06030611
a13	0.148853862	0.736040103333	0.0719973237317	0.019262869632	0.02384576436
a31	0.301866350667	0.655359221111	0.0241172745089	0.006498444986	0.0121586648133
a20	0.343104010222	0.627495327037	0.0095007540363	0.00230402918867	0.0175958489378
a31	0.421244866741	0.548926052346	0.00557759994543	0.000929050856223	0.0233224263126
a11	0.410714958914	0.558486960782	0.00965117458181	0.000517205512074	0.0206296791042
a31	0.348555746305	0.623665463594	0.0124394750273	0.00160580082069	0.0137335002347
a39	0.321215312102	0.637150621198	0.0225633978424	0.00751887437356	0.0115518322782
a31	0.401211970701	0.523047100399	0.0281037086141	0.0169240241245	0.0307132560927
a41	0.4941008169	0.319162903466	0.017000688538	0.0604397013748	0.109295912031
a46	0.3606881623	0.302293007822	0.0144490935127	0.121562507125	0.20100719401
a31	0.345741850767	0.224994202607	0.0442686955042	0.142960469042	0.24203474467
</S>	0.349148800383	0.183845841304	0.0726238777521	0.142079834521	0.252301622335
