 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
a20	0.00276223216	0.0044702189138	0.0009483873765	0.000688673557	0.00309045945	0.000752841515	0.0027809736	0.00167374347	0.0127156615	0.0192511975	0.0055487722	0.003595008617	0.0050996191992	0.03275878	0.0255372088	0.144927745592	0.040517141	0.424178282	0.015798177065	0.02854816075	0.03831878835	0.186037901398
a31	0.000960011966667	0.00149105539343	0.0004040006465	0.000953878323667	0.00331683075	0.00304885268167	0.0227994049333	0.00248054743667	0.0281111788333	0.0353263148333	0.00829023286667	0.001423039827	0.00173343228253	0.160230967667	0.0647822212667	0.0561963472588	0.0459906536667	0.468859597333	0.005964891965	0.0104391677833	0.0141321991167	0.0630651483312
a11	0.000587972395556	0.000498293315177	0.000410179918833	0.00275529750789	0.00319540941667	0.00467721822722	0.0365454896444	0.00754577701222	0.0542438496111	0.0703341459444	0.0210371956222	0.000919262062333	0.00063916655751	0.332772062556	0.0734002257556	0.0286782224196	0.108629517222	0.210782409111	0.00274525918833	0.00505111509443	0.0124721891389	0.0220797434084
a5	0.00148615733185	0.000179807621126	0.00864139757294	0.053919080336	0.00568270103889	0.0202555840757	0.104435295881	0.0145107550041	0.084923016537	0.0678131613148	0.0228318939741	0.000641847114111	0.00031001755917	0.307461290852	0.0422502005852	0.0168449898065	0.126282464407	0.092207464037	0.00106341116944	0.00490698226481	0.0159145730463	0.00743791386747
a37	0.00284803227728	7.92548457087e-05	0.058763701191	0.210865543445	0.014039591013	0.0376973233586	0.17537052196	0.0132193379014	0.0845538588457	0.0278912423049	0.0106321145914	0.000346317403037	0.000177927947057	0.183688681951	0.0253075665284	0.0124733781022	0.0718568701357	0.051650342179	0.000574542763147	0.00424909425494	0.0109873661154	0.00272739940582
a31	0.00243903279243	3.92236422362e-05	0.067265201797	0.214714948815	0.109312945671	0.0270025706862	0.12494069232	0.00741526896713	0.0593003296152	0.052778558635	0.0279095570305	0.000156854608012	0.000168113776352	0.104046622317	0.0270625108428	0.0079004858674	0.0633375717119	0.0246030795597	0.00150153502105	0.00632976448498	0.0705390324718	0.00123609995194
a37	0.00119809534081	3.68367434121e-05	0.0232626801323	0.0822394039383	0.228444768557	0.0124117363287	0.06012795344	0.00519350022238	0.0466690838717	0.0647214892117	0.0373283426768	8.77283013373e-05	0.000354425985451	0.0603103761057	0.0259946762809	0.00756492862247	0.0516890062373	0.0125349795199	0.00268535530702	0.0105693801617	0.265971037491	0.000604222927313
a18	0.0020014929236	0.000140135033804	0.0144583148441	0.0474944229794	0.269010099519	0.0101681409762	0.03223615498	0.00320781827413	0.0330313969572	0.0346370710706	0.0202670748923	0.000194935573779	0.00060335439515	0.0351714430352	0.0123586493936	0.00847016387416	0.0562467760791	0.0203695061733	0.00885420353567	0.0236034347206	0.366695152497	0.000780248052438
a24	0.00328140287453	0.000220308154601	0.0110942290147	0.0286586539598	0.19077724184	0.00749746725873	0.0159606445933	0.00175035725804	0.0253815533191	0.0340716453569	0.0171810519641	0.000369054614593	0.000594104888383	0.0387255550117	0.00568620386453	0.00630280285805	0.0911166940264	0.0345070330578	0.0132428391786	0.0427444155735	0.429789874166	0.00104683815081
a34	0.00234005212318	0.000153176204867	0.00402296060823	0.0101734478566	0.06852178148	0.00274996313624	0.00621986534777	0.000973321519347	0.0166945501064	0.031495085119	0.0142325857547	0.000312030139531	0.000320226565461	0.0646124700039	0.00630161338818	0.00269915216268	0.277376193342	0.0276741016859	0.0081899548262	0.0351428808578	0.419044254722	0.00075033901027
