 	hai	già	mangiato	</S>
a38	0.5014896535	0.07371902387	0.120858036	0.30393327435
a31	0.8106275345	0.0247118703347	0.062276074	0.102384476317
a20	0.906196078167	0.00825976002357	0.040186117	0.0453579894057
a31	0.787214469389	0.0108309407885	0.167761583333	0.0341929664686
a27	0.703120299796	0.0117074316945	0.223283932111	0.0618883034895
a31	0.614564386599	0.116568944663	0.190561805037	0.0783048338298
a20	0.497426438866	0.152902346021	0.283525061679	0.0661461089433
a31	0.596411919622	0.0896280411403	0.231684543226	0.0822754563144
a39	0.457982487207	0.0818908477134	0.361684327075	0.0984423104381
a20	0.208023826402	0.0478881085711	0.631220559025	0.112867503479
a10	0.152959258801	0.0270997291904	0.622538616342	0.197402414493
</S>	0.144319304401	0.0215075940952	0.562740378171	0.271432742246
