 	sto	e	cucino	</S>
a31	0.4208277125	0.461131345	0.04625383625	0.0717871315
a20	0.149127380336	0.780078438333	0.01729237145	0.0535018557333
a31	0.0517539106142	0.895381946111	0.00639275551667	0.0464714371444
a37	0.0197683406047	0.863414162037	0.0289362600056	0.0878812457148
a18	0.0070696263949	0.875214950679	0.0392444883352	0.0784709355716
a31	0.150469940592	0.76684103356	0.0299745877784	0.0527144521905
a20	0.199523517597	0.68118214452	0.0267609829261	0.0925333507302
a31	0.288729319932	0.523716999173	0.035425499642	0.152128163577
a28	0.432712259977	0.249918400724	0.121877473214	0.195491851192
a33	0.386921286659	0.208809266908	0.229658697738	0.174610747064
a31	0.38931443222	0.203354605636	0.242889852579	0.164441112355
</S>	0.39440500111	0.196372402818	0.21743607629	0.191786516178
