 	ho	finito	di	scrivere	</S>
a38	0.313054193	0.205907775	0.0102159035	0.244082094225	0.226740029
a31	0.608121741	0.215990043333	0.0178413975	0.0815247331949	0.0765220656167
a15	0.798098190333	0.106733911778	0.0281228245	0.0273529794115	0.0396920804889
a18	0.694099906778	0.0700017912593	0.0830671578333	0.00947950231383	0.143351642163
a31	0.612349928926	0.0515913620864	0.109590784278	0.00433507823794	0.222132817388
a37	0.550575859642	0.126856854029	0.093378176426	0.00279758424598	0.226391475796
a31	0.588563053214	0.144541590676	0.0766356514753	0.0144795802487	0.175780106932
a0	0.620776544405	0.0586741005587	0.0455599931584	0.0811518684162	0.193837497311
a31	0.429339608135	0.0950562411862	0.0659562127195	0.154757666139	0.254890232437
a18	0.311210962712	0.128314898729	0.0841381659065	0.15912355538	0.317212377479
a31	0.242322320904	0.091514379243	0.179517911969	0.16762157846	0.31902382916
a39	0.206139230301	0.101586107748	0.24170511399	0.21841822282	0.232151373053
a20	0.182793286767	0.141540412583	0.199098927997	0.240285604273	0.236281807684
a31	0.189339595589	0.158525997528	0.220646709332	0.220763651424	0.210724079228
a8	0.188301711863	0.160187449176	0.223431709777	0.221518767141	0.206560389743
a20	0.179581883954	0.167936983059	0.198007186592	0.225351229047	0.229122719914
a31	0.186747114651	0.177826587686	0.205311642197	0.208757129682	0.221357503305
</S>	0.193732177325	0.182005003843	0.213742896099	0.203280064841	0.207239826653
