 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.1479871975	0.00691554535	0.0140931869	0.002181326075	0.00301800915	0.00735021417	0.002419003365	0.0105521569	0.0060053412	0.047097765	0.1896767205	0.284635397	0.27806817
a39	0.0562156271	0.00313108195	0.0119110942333	0.000942908761667	0.118879001983	0.0025351431929	0.154560052132	0.00504597143333	0.0351016372	0.062823259	0.184403182767	0.258282404333	0.106168629982
a31	0.0299838253	0.00119279646333	0.0111410357111	0.000693209840556	0.165032032661	0.000847222223633	0.210887212044	0.00300262524444	0.0456477518667	0.0592882703333	0.249769930189	0.172212833444	0.0503012399757
a18	0.0532046737667	0.00227733570111	0.00731233887037	0.0163736081802	0.313465269554	0.000291706170978	0.0929089820147	0.00161478934815	0.0183504674889	0.0424410227778	0.27509670773	0.143621074015	0.0330420141252
a37	0.0682995392556	0.0107305799004	0.0123938156235	0.0297292383934	0.376297609851	0.000416192900326	0.0536635710049	0.00440278248272	0.0090152128963	0.0385417425926	0.275479200243	0.099278464205	0.0217520455084
a11	0.0436260769185	0.0130605829668	0.0140018352078	0.0202656734645	0.152670881617	0.000545602156775	0.0252326122016	0.00624347969424	0.00523091459877	0.0494627021975	0.529545766748	0.117668228068	0.0224456501695
a18	0.0195379701395	0.00633803188893	0.0106601620693	0.00947735805483	0.0603716602057	0.000345440325592	0.0118122139339	0.00485021353141	0.00283651829959	0.0477201797325	0.683043288916	0.117012412689	0.0259945350565
a31	0.0847720233798	0.00530761452964	0.0355373250231	0.00657010491828	0.0390489590686	0.000253634411864	0.0295728496446	0.0037831768438	0.0157170222332	0.0420610579108	0.484922676305	0.102334739896	0.150118805019
a18	0.178731987793	0.00693679084321	0.073126038341	0.00926927897276	0.0458753026895	0.000704405907288	0.0403954158815	0.0035955785146	0.0255689040777	0.0427280873036	0.187869672102	0.116058342299	0.26914016834
a46	0.214512822598	0.0192893762811	0.108335229447	0.0189863073243	0.0581049195632	0.00139474240243	0.0290299562938	0.0122848648382	0.0324956396926	0.0899736191012	0.093560964034	0.133639430766	0.188392098113
a31	0.162525409866	0.0239108830937	0.099578403149	0.0215664654414	0.0575631018544	0.00362971196748	0.0232682354313	0.0164513612794	0.0339885015642	0.132076086367	0.108367381345	0.202641890255	0.114432554704
