 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.0429169925	0.046039375	0.01945668485	0.092244273	0.3011418725	0.03872669	0.0148869715	0.27781425935	0.1667728494
a24	0.034366764	0.036706881	0.0198004207833	0.289017184333	0.425034974167	0.037037246	0.00907160713333	0.0929738188012	0.0559911188634
a28	0.0136242583667	0.0314209623333	0.0204850914278	0.535983428111	0.327598334722	0.0176782551667	0.00350453333111	0.0309936110717	0.0187115604978
a31	0.0080528898889	0.0307266189444	0.0205129144759	0.55126924937	0.351921281574	0.0177359335556	0.00306636329704	0.0103840377507	0.0063307214726
a8	0.00567187096297	0.0169249038148	0.0096917382253	0.360373446457	0.538753303858	0.0566967191852	0.00592842746568	0.00362763729023	0.0023319396942
a0	0.0118577387543	0.0231362366049	0.00611523234177	0.206392512152	0.628494854619	0.112703783062	0.00890628432189	0.00137820734008	0.00101513519473
a31	0.0372192519181	0.162645578868	0.0145194833139	0.128113841717	0.44471431154	0.128863591021	0.015478025774	0.0451680480234	0.0232778510516
a39	0.0642506586394	0.340187392956	0.0357756427713	0.071291565239	0.18092469618	0.0877171356737	0.0161843965913	0.134928996008	0.0687395236839
a31	0.0942905642131	0.372816827652	0.0591204915904	0.047479355413	0.08728858106	0.0582101225579	0.0254965108638	0.155989655336	0.099307911228
a8	0.119649688071	0.449171992551	0.0615172851968	0.0329556408043	0.05185964652	0.0457068658526	0.0285824524546	0.113615440112	0.096941007076
a31	0.14668970269	0.472379114184	0.0744995097323	0.0242682759348	0.0374894850067	0.0448042282842	0.0302419743182	0.0863574583707	0.0832702490253
a24	0.151118998897	0.429197301395	0.0834604965774	0.0250766413116	0.0399039126689	0.0501578384281	0.0318663754394	0.0847720981236	0.104446323008
a46	0.117311354299	0.514427660465	0.0591441178591	0.0185153551039	0.0276885055563	0.0313242381427	0.0170086764798	0.0907019513745	0.123878154336
a31	0.121358834766	0.504982833488	0.067634814953	0.0228439137013	0.0304223055188	0.0382529890476	0.0269074971599	0.0821413504582	0.105455498112
a1	0.113585052922	0.465291711163	0.0672136839843	0.0251053517338	0.0315761441729	0.0403917116825	0.0327125113866	0.0999832668194	0.124140599371
a31	0.0996820656407	0.431656487054	0.0617798536614	0.0341521644113	0.037175370391	0.0432442592275	0.0522686517955	0.109649772273	0.130391376457
</S>	0.11345914282	0.369168418527	0.0770212718307	0.0490541072056	0.0524115651955	0.0597153696137	0.0797873308978	0.0945837961365	0.104798988229
