 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.048127916	0.40367118	0.054168062	0.0178908495	0.05756309435	0.071506744	0.131627705	0.21544446805
a31	0.140070600667	0.403877033333	0.150981624	0.0752609731667	0.0193789426529	0.0379618193333	0.0925085296667	0.0799604647167
a39	0.176732586889	0.158473705111	0.151436211067	0.111008334389	0.0064623199983	0.0340933004444	0.315899457889	0.0458940299056
a21	0.0868072772963	0.079345779037	0.0556244999223	0.089117441463	0.00217196157053	0.0416947474815	0.578922199296	0.0663160369685
a31	0.138845107432	0.0905726030123	0.0385174331408	0.0689403384877	0.000745805775177	0.0400043131605	0.558445269765	0.0639290823228
a37	0.173905845811	0.128566587671	0.0473458693803	0.0754901024959	0.000310996000059	0.0869504477202	0.416559513255	0.0708706021076
a31	0.162172951937	0.24957790589	0.103568854793	0.066600422032	0.00034109615002	0.103792670573	0.240072139085	0.0738739110359
a41	0.131464120979	0.242552601963	0.109876198264	0.029308224544	0.000307492759007	0.0567185535243	0.401492881028	0.0282798348453
a10	0.0481234166597	0.110055443988	0.055182455088	0.0169589070147	0.000181663535336	0.0452996558414	0.712714793676	0.0114835700151
a31	0.126238421553	0.184910044663	0.0613469073627	0.0179452935049	0.0115473506518	0.0381088876138	0.522566639559	0.0373363992384
a46	0.177101420518	0.394083904888	0.0694116591209	0.0204939611683	0.0229691575506	0.0248852788713	0.212141418186	0.0789131980795
a20	0.106349189173	0.598272581629	0.075940959707	0.0150527883894	0.0162670660502	0.0180913276238	0.104677183395	0.0653489323598
a13	0.0892929487243	0.717518773876	0.0929278282357	0.0127573064631	0.00701453421673	0.00992982394127	0.0431546597983	0.0274041454533
a31	0.0876584095748	0.733633921292	0.0945591610786	0.0180907831544	0.0140745330722	0.00942667504709	0.0244349279328	0.0181215948178
a39	0.0810275648583	0.718501740431	0.0901606570262	0.0209795683848	0.0204934726907	0.0122260050157	0.0274518759776	0.0291591096059
a16	0.0840361266194	0.712820150144	0.0886523523421	0.0192766437949	0.0197847925636	0.0131217040052	0.0279872626592	0.0343209565353
a13	0.0871876255398	0.663537453381	0.097824264114	0.0274621089316	0.0328431191879	0.0204256196684	0.0330473358864	0.0376724538451
a31	0.0918220918466	0.510811291127	0.111981871371	0.0525507716439	0.0658926960626	0.0454515475561	0.0607221562955	0.0607675429484
a37	0.100243637282	0.412698603709	0.107604689124	0.0670237838813	0.0848966100209	0.0597406211854	0.0806996020985	0.0870924176495
a31	0.104494402427	0.36396368457	0.101508001708	0.0773606512938	0.0966705033403	0.0662906270618	0.0886393306995	0.101072771217
a8	0.0937843674757	0.250238414857	0.0883779589027	0.0761967780979	0.0910881951134	0.0723614073539	0.133310213566	0.194642645739
</S>	0.0845717537379	0.191161437429	0.0711415069514	0.0615581105489	0.0703266135567	0.0678659961769	0.169879756783	0.283494807869
