 	la	pasta	vuole	sale	</S>
a20	0.16871669	0.3193966875	0.0362525065	0.144806425	0.33082767505
a31	0.18424051	0.383448429167	0.0906187598333	0.224301745	0.117390538383
a37	0.129373031	0.220706885389	0.103805927611	0.464241491667	0.0818726661277
a46	0.0534840893333	0.121422937463	0.0434993054703	0.678346273889	0.103247403376
a3	0.0239112201111	0.0971933191543	0.0201516527568	0.757097277963	0.101646532459
a27	0.036220769037	0.176086173051	0.0244222325856	0.657158469321	0.106112347486
a8	0.160310859679	0.283895497684	0.0335948878619	0.409287703107	0.112911040829
a31	0.258516053226	0.258056545895	0.0319717362873	0.338960881036	0.112494755276
a18	0.250074754409	0.215548605298	0.0272890290958	0.396706070345	0.110381505092
a31	0.201102314803	0.209721835099	0.0303199866986	0.353268066782	0.205587785031
a23	0.117148009934	0.156162345033	0.0357214962329	0.288200405594	0.402767768344
</S>	0.081596222467	0.113176957517	0.0346056951165	0.275013712797	0.495607459172
