 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.012245264945	0.00361028805	0.0008405308	0.00117061667	0.138418995	0.462160195	0.04847935763	0.333074687743
a31	0.016901404945	0.0216219206167	0.0609070451333	0.0227388993367	0.265258838333	0.453040981667	0.0415680262967	0.117962837743
a37	0.0210683186483	0.0288438482056	0.0862879377111	0.0562076864456	0.463914609444	0.175588108222	0.117610822099	0.0504786662477
a20	0.0122095173828	0.0154188507352	0.0561785205704	0.0873807288152	0.432330576481	0.0681003794073	0.261456884033	0.0669245457492
a31	0.00878013019427	0.0164894652451	0.0569648405235	0.0784318902717	0.381587518827	0.152790005469	0.236241141344	0.0687150346831
a7	0.00540852412142	0.031355698415	0.0436811298412	0.0372800077572	0.569272339609	0.185962071823	0.0993134481147	0.027726810661
a10	0.00251435066381	0.056554416805	0.0467426146137	0.0336347119191	0.593710146536	0.141439393941	0.0973639537049	0.0280403882203
a41	0.0015497500446	0.058669485935	0.0454501405379	0.037559472973	0.531856282179	0.18932532798	0.0993447655683	0.0362447334068
a37	0.000936444444867	0.034403564745	0.0219330764793	0.0246183193243	0.603734407393	0.22032806266	0.0625186901894	0.0315274301356
a14	0.000543975738289	0.0152670505483	0.00817254242643	0.0126496668748	0.594715415798	0.294931997553	0.0503360607298	0.0233833183785
a31	0.000332906642763	0.0065068762961	0.00298044775881	0.0060623599816	0.470908721933	0.438220919184	0.0598131152433	0.0151746873595
a20	0.000223242747588	0.00244823707203	0.00104374759394	0.00222889690553	0.272876234978	0.663343206395	0.0497099550811	0.00812650401983
a31	0.0012647525692	0.00284136931734	0.00114410478898	0.00159668895684	0.117747672659	0.825876102132	0.0364338246937	0.0130954886733
a37	0.00262180932307	0.00412666460578	0.00196029849633	0.00234075665228	0.0594088222197	0.848900267377	0.0474351972312	0.0332061615578
a7	0.00219422826102	0.00292462616859	0.00165921009878	0.00212144145076	0.0339812634066	0.879225889126	0.0428410094104	0.0350523138526
a10	0.00111768396701	0.00149681933953	0.000876890179593	0.00125543525025	0.0278172901355	0.922414786375	0.0275017628035	0.0175193518175
a7	0.000978506782337	0.00140546612984	0.000809224406531	0.00111775938342	0.0236197093785	0.929553272125	0.0280698156012	0.0144463024725
a39	0.00165838742745	0.00229868090995	0.00149123126884	0.00202096016114	0.0229065641262	0.905986944042	0.0395997828671	0.0240374888242
a10	0.00260453724248	0.00350716293665	0.00252009932295	0.00353510388705	0.0282193757087	0.871801114681	0.052098534289	0.0357140772747
a32	0.00510285661416	0.00656383751222	0.00478392034098	0.00632671686235	0.0605335755696	0.776891288227	0.0782429880963	0.0615548100916
a19	0.00831974253805	0.0101643965041	0.00754388244699	0.00948983462078	0.0898972038565	0.676785629409	0.104012496032	0.0937868033639
a31	0.028846397846	0.0300058335014	0.0270913828157	0.0286959422069	0.0895152262855	0.49287541647	0.137300105344	0.165669704455
</S>	0.048158703923	0.0486357537507	0.0455940844079	0.0467043261035	0.0873897906428	0.332206593235	0.165200952672	0.226109817228
