 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.0310984114	0.01092798245	0.004226441565	0.00351645069	0.005268469212	0.5086412615	0.02594302271	0.410377840905
a31	0.0221770997333	0.01369453145	0.015734371565	0.213579747857	0.0313282035453	0.556684373833	0.00885678797667	0.137944778505
a20	0.143491673244	0.0491596274833	0.024632750855	0.323587599286	0.0421602539818	0.364112977944	0.00319680544222	0.049658284235
a31	0.180517316748	0.0634838838278	0.0479752306183	0.226820043095	0.0165678111273	0.444045395981	0.00111673789741	0.0194736062117
a37	0.0771301472493	0.0669675859426	0.0743560115394	0.169065942032	0.00661088837577	0.593842451994	0.00039600796447	0.0116309727372
a14	0.0474851010831	0.113488721981	0.0852767051798	0.102338355011	0.00397060819192	0.623142883998	0.000158211126823	0.0241393855791
a10	0.043171966361	0.163817563994	0.127073988393	0.14591176167	0.0188326761306	0.455148994666	8.5020568941e-05	0.0459580085264
a31	0.058780488787	0.128059273998	0.106489747698	0.141636296223	0.0230154790769	0.503746981555	6.3047165647e-05	0.0382087220755
a37	0.0513054856957	0.049047984666	0.0397667681327	0.0689981764077	0.00816919607563	0.768709697185	3.9680693549e-05	0.0139630391252
a10	0.0195533713319	0.0184837508887	0.0159151089109	0.0327823053359	0.00300241096521	0.904196275728	2.55412483497e-05	0.00604124257507
a14	0.0093433855773	0.00816197139623	0.00642901793697	0.0117919406786	0.00104156985174	0.960354881909	9.79075921657e-06	0.00286747953836
a0	0.00702502279243	0.00602039656541	0.00341845634566	0.00475803295953	0.000407924343913	0.97708024397	6.41655433886e-06	0.00128352409945
a20	0.00891785839748	0.0172929871885	0.00697008238189	0.00759387201984	0.000568304701304	0.95762569799	6.38460677796e-05	0.00096735647315
a33	0.0190437357992	0.0762800437295	0.0275037051273	0.0412175666733	0.00196524450043	0.824334732663	0.00305421841259	0.00660076635772
a20	0.0372892319331	0.135092804576	0.0464354033758	0.0613880835578	0.00366852873348	0.702295577554	0.00426940245753	0.00956094935257
a31	0.036353567311	0.101959089859	0.0347713511253	0.0381687008526	0.00361413074449	0.777919082518	0.00178283851251	0.00543116845086
a0	0.025223770437	0.0715001462863	0.0247595670418	0.0360236952842	0.00457220264816	0.830927350839	0.0020028708775	0.00499029858362
a41	0.039780663479	0.133519293429	0.0474337970139	0.0758073017614	0.0199440968827	0.641451556946	0.0196108042925	0.0224524195279
a31	0.0625681511597	0.172277664476	0.0719257270046	0.168843790587	0.0495438099609	0.381138985649	0.0429702690975	0.0507315588426
a37	0.0693404103866	0.177243158159	0.0838828936682	0.193366156862	0.0662904333203	0.281206321883	0.0623885256992	0.0662820662809
a31	0.0770348034622	0.18147114272	0.0974591705561	0.139807245621	0.0814183497734	0.248218043961	0.0916331802331	0.082958037427
a18	0.0895321211541	0.167000437573	0.106786888185	0.120360503874	0.0979762119245	0.198722817987	0.113416911744	0.106204111142
a8	0.0977821750514	0.154701872524	0.111038309395	0.115344809958	0.104387835642	0.173872892662	0.120507960581	0.122364150381
a20	0.10558607635	0.143043890841	0.114696576465	0.116766263319	0.110133286881	0.155488534221	0.123281493527	0.131003866794
</S>	0.108185223175	0.13950958042	0.115905448232	0.11660929166	0.111798163441	0.150178042111	0.124181496764	0.133632753397
