 	vuole	pianto	</S>
a39	0.7114211	0.13720971	0.151369194
a31	0.849664986667	0.092953472	0.0573815305333
a41	0.765676848889	0.0805921526667	0.153731013378
a31	0.74232615963	0.0706545482889	0.187019336993
a37	0.831229196543	0.0710928934963	0.0976779548643
a11	0.799383318848	0.126174551165	0.0744421389548
a39	0.766888539616	0.194734493722	0.0383769643183
a31	0.571536353205	0.382398251241	0.0460654421061
a46	0.386275337735	0.46366675708	0.150057954035
a31	0.319977735912	0.368649959027	0.311372331345
</S>	0.279669482956	0.332004879513	0.388325655672
