 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.154866123	0.286834774	0.0177509433	0.0786714415	0.03500816285	0.0579240999	0.368944472
a35	0.131563299733	0.312862476333	0.166711028767	0.1505616405	0.0135518196167	0.101268556567	0.12348118912
a20	0.0466569838443	0.207826607111	0.345152972922	0.192398846833	0.0060256596389	0.157044272189	0.04489464766
a31	0.0218692181481	0.229759089037	0.456558604307	0.154367972278	0.00413016397963	0.114591088063	0.01872385626
a20	0.0173879360494	0.210571126346	0.420982014769	0.0814487150927	0.00642018409321	0.254506666688	0.00868337986
a31	0.0355908356831	0.312517438782	0.293629258256	0.0476795226976	0.0206774373644	0.283671835796	0.00623367465333
a20	0.0433002238944	0.495233812927	0.205263742752	0.0542433042325	0.0494079917881	0.121544008832	0.0310069113511
a13	0.0235275279648	0.380307931976	0.0980596552507	0.0672424880775	0.076500925596	0.236755529611	0.117605943784
a24	0.0139222786549	0.153567261659	0.0452400774169	0.0574135060258	0.0704803001987	0.395585033204	0.263791537928
a46	0.022085753885	0.0782174238863	0.022357646139	0.0384814053419	0.0482156940662	0.340039771068	0.450602312643
</S>	0.0299082294425	0.0676942819431	0.0160022515695	0.0298291626709	0.0414308305331	0.263701355534	0.551433906322
