 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a23	0.1020232705	0.064857685	0.069623681	0.032479326	0.0621243195	0.1255279488	0.041825854	0.0158204485	0.132123742	0.07105401	0.28253968165
a31	0.0974021925	0.0632359652	0.0688856438667	0.0331623184333	0.134550879833	0.240643372933	0.104159448	0.00825277526667	0.053188563	0.0949432566667	0.10157552665
a20	0.0479144745	0.0276711602667	0.0267368168222	0.0175591965778	0.122968244944	0.420051574311	0.144992046	0.0229706945222	0.0217750194667	0.106811298889	0.04054941465
a13	0.0406600148333	0.0798415784222	0.0597351542741	0.0596183761926	0.093652896648	0.438749631437	0.0959930696667	0.0285184193407	0.0125185571222	0.069626802963	0.0210854513167
a37	0.0411489016111	0.110672452807	0.141207064758	0.170164652064	0.111207290549	0.255512665479	0.0393186875556	0.0114870315569	0.0173144222074	0.070106684321	0.0318601161056
a31	0.054924698537	0.061872984269	0.122692243819	0.158509075221	0.0687780899163	0.120942791493	0.0219250185185	0.0164279857956	0.0300093024025	0.268468798107	0.0754489953685
a43	0.0572367035123	0.029412237423	0.0449340578397	0.053568854187	0.0235575765721	0.0447174524977	0.0137186807728	0.0382116735985	0.0707044324675	0.526645742702	0.0972925684562
a31	0.204411295171	0.0202173078077	0.0255929152799	0.0196129674757	0.0135099723907	0.0248199501659	0.0095798858576	0.0360236771995	0.122688224156	0.433702459567	0.0898413194854
a24	0.26344656839	0.0180163136026	0.02128993476	0.0097249688919	0.0157243114636	0.039122048722	0.0149332312859	0.0276453417332	0.226724454719	0.285563971856	0.0778088404951
a7	0.132535732797	0.0149606828675	0.0152209415867	0.00709543666397	0.0147913344879	0.0751773662407	0.034484923762	0.0786125422444	0.291684551573	0.276588417285	0.0588480798317
a31	0.185904780932	0.0235060449558	0.0242475631956	0.0131197483547	0.0229995408293	0.0739751814136	0.0379676955873	0.0859920534148	0.210291580524	0.189106809095	0.132888978944
a13	0.210480745311	0.0405628246519	0.0420342750652	0.0286088201182	0.0692406179431	0.0755866764712	0.0291790918624	0.0353488991383	0.181136873508	0.112296053032	0.175525066315
a28	0.121505763437	0.049999321884	0.0516746670217	0.0431247627061	0.130057925981	0.162384432157	0.0437539239541	0.0223564943794	0.181500007836	0.083212104344	0.110430537772
a20	0.100171517812	0.0604648772947	0.0572468323406	0.0476419782354	0.13980533366	0.247707030719	0.066526801318	0.0289050907931	0.126218959279	0.056488265448	0.0688232715907
a31	0.118269785937	0.0837880577649	0.0759206954469	0.0633938074118	0.141079829553	0.232677793573	0.072635077106	0.0277659217644	0.0795918214263	0.0457122524827	0.0591649438636
a37	0.109305678646	0.0920945825883	0.089150335149	0.0780377024706	0.182717413184	0.192411244524	0.0543184180353	0.0152860018215	0.0625525854754	0.0542742241609	0.0698518012879
a1	0.0848046442153	0.0920216308628	0.0903216750497	0.0779251641569	0.207781414395	0.181001214841	0.0337216576784	0.0101062023405	0.0605630594918	0.0694515897203	0.092301727096
a28	0.0606690227384	0.0823478496209	0.0816481850166	0.075549664719	0.214979508132	0.26652198828	0.0364167212261	0.0114285121135	0.0382982648306	0.0537042409068	0.0784360123653
a1	0.0579904709128	0.0826103125403	0.0793812150055	0.0757851282397	0.202799032711	0.290221089427	0.0404418584087	0.0125678240378	0.0264640539435	0.0509382763023	0.0808007174551
a28	0.0561469286376	0.0860852641801	0.0826733083352	0.0800629094132	0.221381660904	0.254725223142	0.0373191781362	0.0135279656793	0.0229637689812	0.0527185527674	0.0923952141517
a31	0.0322833718792	0.0728559163934	0.0753326541117	0.0804601984711	0.270450890301	0.318336191047	0.0372386437121	0.0146167218931	0.0151248803271	0.0278583269225	0.0554421783839
a20	0.0355484896264	0.0879285137978	0.0900687360372	0.092152908157	0.2370653401	0.272631625682	0.0322698315707	0.0134344052977	0.018740969109	0.0420569209742	0.0781022514613
a31	0.0451084562088	0.126485291266	0.132433922012	0.132645846052	0.172911980033	0.168956645894	0.0312383538569	0.0175664087659	0.0258113973697	0.0535194069914	0.0933223028204
a20	0.0412142724029	0.129185267089	0.140292247337	0.142449208684	0.124517090011	0.111582392631	0.0295042932856	0.020700278922	0.0390365191232	0.0861988189971	0.13531962994
a31	0.0441162484676	0.13066836903	0.144808482446	0.147398059561	0.103833693337	0.0874074815437	0.0282073777619	0.0212962216407	0.0430017280411	0.0965249606657	0.15273740998
a8	0.0450401348225	0.125557549677	0.140551624149	0.143756603187	0.0909811151123	0.0751610758479	0.0291412745873	0.0235059975469	0.045596469347	0.104880757889	0.175827443327
</S>	0.0375133424112	0.100365899839	0.112746897075	0.115563206594	0.0704690685561	0.0594315629239	0.0269893372936	0.0240022272734	0.0565266071735	0.146614853944	0.249777031664
