 	le	ragazze	vogliono	guardate	</S>
a10	0.142020898	0.559331145	0.0559437685	0.057790602	0.1849135428
a20	0.213425674667	0.663464655	0.0206111971	0.0390212545667	0.06347719454
a31	0.393513411556	0.558050918333	0.00759120473333	0.0187467597556	0.0220976789533
a20	0.422278680519	0.533419756111	0.00413876767778	0.0200214935852	0.0201412553511
a11	0.310716383506	0.492359578704	0.00772374889259	0.0753484111951	0.113851875117
a31	0.332035507835	0.425208012901	0.00953832229753	0.094033466065	0.139184714372
a0	0.503223769278	0.379870230967	0.00985220876584	0.048193685355	0.058860098124
a31	0.592669489759	0.315957266989	0.0219591369219	0.034996262785	0.0344178110413
a39	0.483542816586	0.349364878996	0.075105476974	0.0521608042617	0.0398259980138
a18	0.326991792195	0.401302632999	0.109519618991	0.0739228394206	0.0882631060046
a31	0.245211817398	0.330673594333	0.148445062997	0.104495067807	0.171174452002
a8	0.164643922466	0.214523783444	0.305266544332	0.111606032602	0.203959714001
a31	0.132492527489	0.158844889815	0.382301781444	0.109073197534	0.217287598
a46	0.126658649163	0.145587366605	0.373689070481	0.127805945845	0.226258972667
a18	0.131447093054	0.139116585535	0.33357458016	0.159985635282	0.235876127556
a35	0.153054797685	0.152644941845	0.26317417672	0.182477018427	0.248649072519
a31	0.172570822562	0.170739453948	0.24768636224	0.179427729476	0.22957564084
a39	0.171424690854	0.177313634649	0.24260177408	0.185321146492	0.223338773613
a8	0.172383230285	0.177863244883	0.234880378027	0.191610048831	0.223263091204
a23	0.176955713428	0.182482581628	0.228892939342	0.192656812944	0.219011933735
</S>	0.177984711714	0.184401605814	0.234127389671	0.188831821472	0.214654461867
