 	può	che	sono	ancora	svegli	</S>
a31	0.1427958145	0.070094834	0.0532653835	0.4591801935	0.0548271125	0.21983669097
a7	0.048997778381	0.0596958656667	0.0220107354253	0.736599591167	0.0589713058333	0.0737247652033
a31	0.016452185418	0.0839427928889	0.00932982840043	0.704433253722	0.157992531944	0.0278494266344
a7	0.00561720125	0.17327111763	0.00576590126681	0.577440661241	0.220862557315	0.0170425555448
a31	0.002151034904	0.18098104921	0.0030584557556	0.582661620414	0.217910922438	0.0132369018483
a37	0.00100028908033	0.12448716307	0.00172059235187	0.646860440138	0.213819087479	0.0121124216161
a31	0.00128538935244	0.0801665890233	0.00110548699729	0.658026193379	0.24535131916	0.0140650305387
a39	0.0238480944508	0.0400443556744	0.00132538354576	0.52914180446	0.367771086387	0.0378692965129
a31	0.0709712568169	0.0268047972248	0.00495682174859	0.318036191487	0.400131035462	0.179099908838
a20	0.257872485606	0.0210715944083	0.0093917029162	0.147825531162	0.295700438487	0.268138232946
a31	0.347080041869	0.0155305328028	0.0119106163054	0.0669344283873	0.203876419496	0.354667937649
a46	0.244713663956	0.0225633076009	0.0212092084351	0.0547571601291	0.240848313165	0.415908319216
a8	0.202157257985	0.028208074867	0.028155735145	0.0583905683764	0.309302957722	0.373785389739
a46	0.169476162662	0.0367108129557	0.035347129715	0.0669686111255	0.330026305907	0.361470949913
a8	0.173299370887	0.0558698446519	0.0491918372383	0.0876471403752	0.325027835302	0.308963936638
a31	0.215081643629	0.0673599895506	0.0611688894128	0.0928586834584	0.300060588434	0.263470205546
a20	0.170954972543	0.0629858188502	0.0571966041376	0.0948747111528	0.331668606145	0.282319301849
</S>	0.108985003271	0.0569054579251	0.0468930255688	0.0996554655764	0.369019853072	0.318541200925
