 	non	so	cosa	scrive	</S>
a46	0.0308694156	0.03456554675	0.473694582	0.40783731825	0.05303313425
a8	0.0708373199333	0.25335955225	0.521708330667	0.136151906788	0.0179428796157
a31	0.238859389978	0.453766907417	0.253641020222	0.0453843353737	0.00834830723757
a13	0.308241293326	0.534975592472	0.135861240074	0.0151337382973	0.00578807101252
a31	0.273198807775	0.578176180824	0.140014446691	0.00506809635477	0.00354243510417
a28	0.201171293258	0.513480943608	0.277930855564	0.00182793732392	0.00558897420139
a31	0.129454328419	0.549620714536	0.305892721855	0.00193887625797	0.0130933957338
a37	0.099668578473	0.504657798179	0.379988643952	0.00223219068599	0.0134528411446
a31	0.129907728491	0.330071399393	0.412735197984	0.040186548562	0.0870991262815
a11	0.170926946164	0.238448406464	0.277658462661	0.078903342854	0.234062802094
a31	0.147631912055	0.194653785488	0.240014770887	0.112406787618	0.305292720698
a20	0.144791240685	0.143208135163	0.194238460296	0.211812775873	0.305949410233
a31	0.172520163562	0.136404985054	0.172499450099	0.241708658624	0.276866770078
</S>	0.208357551781	0.156503167527	0.179824220049	0.205490579312	0.249824495039
