 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.018211894275	0.0119243402	0.2975070955	0.287894481	0.160151173	0.072907388	0.15140365
a31	0.00630845570167	0.00505509243333	0.104004538833	0.308856187	0.182127369667	0.275889279333	0.117759083333
a4	0.00222339859722	0.00295534514444	0.0446946449443	0.200303605667	0.217931448556	0.436773303111	0.0951182357777
a46	0.000770971243173	0.00682887381481	0.0483246269814	0.160902283556	0.242988754519	0.49457042437	0.0456140432592
a31	0.000259823555491	0.0076170226716	0.0433355561938	0.374629359519	0.13956692184	0.405952351457	0.0286389477864
a28	8.82038039637e-05	0.00334710162387	0.0312013659313	0.489898516506	0.10868181928	0.355812080486	0.0109708903288
a27	3.02723530112e-05	0.00189206299796	0.0395956779771	0.518402935502	0.0965941130933	0.338734993495	0.00474992855627
a31	1.01981756004e-05	0.00074802720932	0.0292709973257	0.792621611834	0.0506813184644	0.125044897312	0.00162296600942
a49	4.68863874013e-06	0.000882011623107	0.0487457977752	0.878430670611	0.0231323202548	0.048215498584	0.00058902296714
a23	2.79121054771e-06	0.000893034495369	0.0536426020584	0.902783623537	0.0181516777516	0.024284003628	0.00024225113038
a31	7.54547765024e-06	0.000606350486123	0.0729988401528	0.898793407846	0.0163805179172	0.0108074762093	0.00040582988146
a29	9.16457699675e-06	0.000547444835374	0.0839308210509	0.890939269282	0.0173714329724	0.00671951813643	0.00048233295582
a17	3.19407504225e-06	0.000266986248458	0.0427408716836	0.934900409761	0.0171851056575	0.00471038560214	0.000193080024273
a20	4.17966861075e-06	0.000247947379486	0.0541123675612	0.929485403254	0.0139241302192	0.00210270119071	0.000123260988424
a17	1.99388278703e-05	0.000819049326495	0.101665689187	0.877553567751	0.0174755797397	0.00212433946357	0.000341807636141
a31	0.00145291033429	0.0100667908088	0.284830449729	0.667983042584	0.0245644375799	0.00556575562119	0.00553664883205
a20	0.0056600709781	0.0386789252696	0.49694025991	0.364627810861	0.0303172101933	0.0129167122071	0.0508590856107
a31	0.0362375799927	0.0766670617565	0.466210853303	0.199882526954	0.0575824500644	0.043173744069	0.120245858537
a3	0.0676471866642	0.0966858805855	0.366293251101	0.149482724318	0.0834108683548	0.0733688643563	0.163111279512
a31	0.0883055755547	0.105128348528	0.282350797034	0.131943973439	0.104340381118	0.0933490264521	0.194581933171
a8	0.0898343085182	0.096872213176	0.179941255678	0.107813217813	0.104233257039	0.102815277151	0.318490477724
</S>	0.0743242642591	0.082077329588	0.149822492839	0.0867296339065	0.0855537185195	0.0967518610755	0.424740688862
