 	non	ha	che	li	aspettiamo	</S>
a46	0.1158088475	0.27545098	0.174329042	0.060811124	0.1865499915	0.18704999
a31	0.317424700833	0.29222397	0.202886854	0.0309332179667	0.0710163111247	0.0855149243333
a15	0.396381136944	0.283492706667	0.159046541333	0.0419306952889	0.0243503528329	0.0947985824444
a31	0.212494405648	0.286651912222	0.350114293778	0.0471143150963	0.00956165161097	0.0940634677481
a28	0.174412638549	0.330613897407	0.360071392593	0.0322006790321	0.00910114337032	0.0936002828494
a20	0.139184301516	0.519654799136	0.177410462198	0.0368314110107	0.00839869085677	0.118520327616
a11	0.0712161355053	0.475835666379	0.296815387399	0.0717956710036	0.00326077533559	0.0810763905387
a31	0.0610994415018	0.468568688793	0.3049545208	0.0975164103345	0.0139880977619	0.0538728965129
a11	0.0534975093006	0.409898602931	0.3690989486	0.0812691701115	0.044829058254	0.041406717171
a31	0.0907841352335	0.198242097644	0.387463895533	0.0730982833705	0.187401372751	0.0630101957237
a46	0.111472977744	0.170338489215	0.197349897844	0.111482364457	0.227928267584	0.181427975241
a31	0.235483185248	0.147897326405	0.144311817615	0.130777518152	0.126290142528	0.21523998508
a11	0.310970565083	0.106610658802	0.115385984205	0.158671476051	0.113967267509	0.194394041693
a31	0.332310778361	0.0940947296007	0.108080636402	0.169302142017	0.109730567836	0.186481153898
a11	0.351897342787	0.111091346534	0.120033450467	0.142635144006	0.120372381279	0.153970341299
a46	0.227483077596	0.144162372178	0.147734660156	0.158984031335	0.149505827093	0.172130020433
</S>	0.195094338798	0.152949451089	0.155489330078	0.164445790667	0.157681778547	0.174339295216
