 	Marika	tu	hai	mangiato	</S>
a8	0.492846203	0.0436596695	0.0311116715	0.080040733	0.3523416922
a31	0.777540134333	0.0152415614733	0.0334980601667	0.0517861496667	0.121934084533
a24	0.853869144778	0.0052614058811	0.0345002237222	0.0475422005556	0.0588270331777
a31	0.914856281593	0.00225684561037	0.0161800664074	0.0305446978519	0.0361621321926
a28	0.715534610531	0.00236801943679	0.0103709446358	0.172433076284	0.0992933691975
a31	0.613113366844	0.0186463838123	0.0169692752119	0.230110064095	0.121160905532
a3	0.785007268948	0.0265623589374	0.0212579617373	0.107865269032	0.0593071263107
a18	0.783758076316	0.0153010126458	0.0277853845791	0.114013132011	0.0591423241036
a31	0.526034067439	0.0311368095486	0.0699362128597	0.152455127337	0.220437731368
a23	0.33625704448	0.0757822431829	0.152728560953	0.167852165779	0.267379993789
a31	0.276162762827	0.102324657728	0.206926996984	0.18398374526	0.23060184793
a20	0.157786070276	0.0969781792427	0.179767223661	0.229006415087	0.336462115977
</S>	0.121105037138	0.0902811446214	0.146197178831	0.272796482544	0.369620157989
