 	sono	vestita	</S>
a31	0.279741665	0.52325089	0.19700745
a20	0.361128065	0.51748241	0.121389517667
a31	0.661271045	0.293890086667	0.0448388762223
a41	0.590262025	0.145277735556	0.264460244741
a46	0.297010791667	0.260865301852	0.44212389158
a18	0.382874993889	0.304343878951	0.312781110527
a24	0.64740965463	0.143714341984	0.208875990176
a31	0.626566164877	0.167569971328	0.205863830059
a11	0.553937311626	0.219319567109	0.226743076686
a0	0.451072837209	0.164673249036	0.384253868895
a15	0.256575135736	0.118468729679	0.624956099632
a8	0.237587978579	0.13755050656	0.624861483211
a39	0.222799596193	0.163393698853	0.613806694404
</S>	0.175794288096	0.151002464427	0.673203272202
