 	venne	scritto	</S>
a31	0.51539462	0.2089718207	0.275633564402
a28	0.835006353333	0.0730409997	0.0919526482853
a8	0.932277764444	0.0341041089	0.0336181553118
a31	0.967310588148	0.0185529149	0.0141365416889
a20	0.987784429383	0.00708159496667	0.00513399561463
a31	0.933431726461	0.0565344963889	0.0100337856715
a13	0.676187792154	0.20306739213	0.120744835224
a29	0.525524030718	0.27751685071	0.196959138408
a39	0.611909763573	0.23308063357	0.155009622803
a31	0.611968107858	0.194583537857	0.193448390934
a35	0.515685982619	0.189246862619	0.295067186978
a31	0.38180178754	0.21492330754	0.403274918993
</S>	0.30554956377	0.23184207877	0.462608359497
