 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.62245492	0.01220431385	0.015861143	0.0219041965	0.0305074675	0.0734665655	0.22360147985
a20	0.5018291288	0.02030427695	0.045562142	0.277103549833	0.0291079311667	0.0510990341667	0.0749940222367
a31	0.361802165067	0.0209262239833	0.161593462667	0.354335921444	0.0262745547222	0.0491810013889	0.0258866773989
a37	0.400427721689	0.0158899706611	0.301589150889	0.206382555315	0.0332886759074	0.0323150817963	0.010106804633
a31	0.48659629723	0.0130561205537	0.29048496363	0.156146458038	0.0288152911691	0.0203432550988	0.00455761194433
a30	0.667401989077	0.0104790268512	0.223651937877	0.0656020842793	0.0189441215897	0.0112287065329	0.00269210301478
a13	0.788180363026	0.00805116761707	0.146060616026	0.0344057798598	0.0135239218966	0.00795371951097	0.00182439107159
a20	0.865076834342	0.0115398882057	0.0558752004087	0.0208832583866	0.0129210913322	0.0297632035037	0.0039405305572
a41	0.617605508114	0.0322134227352	0.0478728864696	0.0782533647955	0.0584384237774	0.136987884501	0.0286285085191
a33	0.303279402705	0.0342242220784	0.0426000641565	0.0953005635985	0.0999676612591	0.371959944834	0.0526681345064
a31	0.171694626235	0.0573497218595	0.0334057253855	0.0559727908662	0.119782197086	0.508171398278	0.0536235281688
a41	0.120927996078	0.109181143953	0.0413955811285	0.0465558246221	0.124742779029	0.476048662759	0.0811480127229
a0	0.129176710693	0.137914377984	0.0489940863762	0.047412282874	0.101525708343	0.451380334253	0.0835965055743
a31	0.122892388898	0.187048565995	0.0608581087921	0.068270338958	0.103315434781	0.375096144751	0.0825189831914
a24	0.0834037406327	0.182679111998	0.056296111264	0.0680237243193	0.10474632626	0.319784914917	0.185066014397
a31	0.0728131092109	0.189546990666	0.0531240887547	0.0752498761064	0.107809100087	0.289056911639	0.212399884799
a20	0.0641477564036	0.171725861222	0.0462734879182	0.0740215907021	0.122896470029	0.297492027213	0.223442814933
</S>	0.0477690032018	0.107090942111	0.0324790864591	0.052618898351	0.124588210015	0.350672588606	0.284781307466
