 	la	casa	la	costruisce	il	mastro	</S>
a20	0.22379237	0.12311759845	0.0369487445	0.0274019285	0.0489484928	0.3709711	0.16881976
a17	0.208718991	0.0421025901651	0.0141922341	0.0128048956	0.0192978268	0.6177432	0.0851402776667
a10	0.075205565	0.0140413498685	0.0207854176333	0.0178692076333	0.0190280139333	0.78679244	0.0662780482222
a24	0.0409510353333	0.00468858017283	0.0253817968778	0.0203861825444	0.0202161644778	0.80296502	0.0854112707407
a46	0.0348947644444	0.00158075303794	0.0174546599593	0.0105276460481	0.0116306483259	0.831215313333	0.0926962535802
a8	0.0214814281481	0.000577972884647	0.0241312386531	0.0119713658827	0.0393521941086	0.803313221111	0.0991726011934
a14	0.0096825826827	0.000257706224882	0.025821679551	0.0184442002942	0.230531494703	0.610857187037	0.104405157064
a31	0.00601953572757	0.000405730348294	0.018389271017	0.0297159140981	0.344602948234	0.517908142346	0.082958469688
a20	0.00810964177586	0.000596033726098	0.0105839387723	0.0259175149327	0.199857802645	0.684948514115	0.069986583896
a41	0.0105234342586	0.000761472698699	0.00435419419077	0.0172946972109	0.0839384024483	0.812548504705	0.070579334632
a29	0.0251956474195	0.00200037916623	0.00289881593026	0.0168382010703	0.0528447141494	0.799550801568	0.100671431544
a31	0.0289533104732	0.00238413272208	0.00288783884342	0.0362633813568	0.0559141097165	0.774425080523	0.0991721205147
a30	0.0374584981577	0.0375338808407	0.0150714669478	0.0604502137856	0.0639838449055	0.681998590174	0.103503506838
a31	0.0587459627192	0.145924566947	0.0461216679826	0.164987401262	0.0562483899685	0.405173277391	0.122798735613
a28	0.0487800199064	0.212858262316	0.0739134159942	0.341852207087	0.0594177499895	0.172030899797	0.091147421871
a31	0.0933672689688	0.197267470772	0.0794685919981	0.317250952362	0.0662451966632	0.104776169932	0.141624310624
a17	0.11506286499	0.154045316924	0.0658241119994	0.187079025787	0.0613996612211	0.142771389977	0.273817603541
a20	0.0733270679967	0.132414815641	0.0750517503331	0.226926710262	0.0756071407404	0.158169549992	0.25850295318
a31	0.107485010332	0.139905955214	0.100079615111	0.238169643421	0.107471668247	0.120741003331	0.18614710306
a20	0.115054554111	0.106254973738	0.0831137743703	0.134417147807	0.0945780574157	0.173597524444	0.29298395102
a29	0.0880958707037	0.087407053246	0.0867064107901	0.126284272602	0.111225917139	0.195863924815	0.304416557007
a31	0.111717372235	0.109757774415	0.119455333597	0.153920794201	0.152637655713	0.154211601605	0.198299469002
</S>	0.129628196117	0.121473762208	0.126456681799	0.146627272101	0.154775987856	0.144682590803	0.176355474501
