 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.0135616551505	0.0071715297	0.1039272955	0.027796485	0.392590212	0.0071597506	0.1621097875	0.285683293592
a0	0.00465045158383	0.00360666786667	0.2135314785	0.0419014456667	0.502765284	0.0563864369333	0.0803327408333	0.096825530925
a28	0.00212080632794	0.00378102262222	0.228066914833	0.0417446402222	0.320375744667	0.271359585644	0.0948128402778	0.0377384723083
a31	0.00123936850931	0.00274484091741	0.172134763611	0.0368353904074	0.361945251556	0.331164351881	0.0771704559926	0.0167655919028
a24	0.00059368280977	0.0031334709158	0.13736598287	0.0344590901358	0.637037637185	0.152830346394	0.0286669508975	0.00591283842527
a46	0.00047715407659	0.0112407213719	0.130290412623	0.107196077379	0.576238339062	0.133755691231	0.0376271966325	0.00317440953276
a31	0.0236701992255	0.0238876804573	0.122333310874	0.130308394793	0.492588019687	0.133354712077	0.0690165222108	0.00484118691092
a24	0.0345938519085	0.188765293486	0.0840020022913	0.0851241925977	0.479069036562	0.054235699359	0.0687966140703	0.00541332097031
a31	0.0288042488028	0.235511504829	0.0710453060971	0.0704046761992	0.280401782187	0.0551734201197	0.128853048023	0.12980600399
a20	0.0251069118676	0.087142341943	0.100828482032	0.0527093053997	0.201298000729	0.0587505960399	0.226366519341	0.247797827997
a29	0.0105230339559	0.0356140736477	0.151925394011	0.0656163184666	0.282091433576	0.0271809868133	0.228100806447	0.198947919332
a20	0.00413575213197	0.0148811948826	0.14275560467	0.0682238194889	0.498148257859	0.0104833888811	0.154231732149	0.107140186944
a29	0.00150341089732	0.00899969062753	0.124071371557	0.062602663163	0.677083965953	0.00415388723703	0.083130368383	0.0384545983813
a13	0.00067758628244	0.00855394554251	0.135545753852	0.0645054690543	0.696349521984	0.00281577567901	0.0762079971277	0.0153439253604
a17	0.000454599970813	0.00670994868084	0.161375851284	0.0695070110181	0.671400557328	0.00230302662634	0.0798222950426	0.00842669312013
a31	0.000516912890271	0.00685275539361	0.167786777095	0.0811790603394	0.637168152443	0.00171573537545	0.0963321143475	0.00844850387338
a44	0.000825352563424	0.00623281859787	0.138515135698	0.0739367134465	0.646349524148	0.00154036399182	0.115201734782	0.0173983661245
a8	0.00292834178781	0.00353715989929	0.107723335233	0.0484689364822	0.559529844716	0.00380612829727	0.198534924927	0.0754713150415
a6	0.00631707482927	0.00298799126643	0.068864178411	0.0301861538274	0.300479479572	0.0101074274324	0.364646418309	0.216411245014
</S>	0.00775706291464	0.00274643323321	0.0440072492055	0.0204018814137	0.167438266786	0.0139921007162	0.437694059154	0.305962912507
