 	non	aveva	dove	aveva	per	stare	</S>
a7	0.23022358	0.168610405	0.07362031	0.037702024	0.0926386355	0.28681312	0.1103919115
a31	0.337487833333	0.170006939333	0.0492280564667	0.0273902984	0.0414430537667	0.313922513333	0.0605212695
a29	0.234655806778	0.078111679311	0.0165418730599	0.00982168476667	0.0152842192889	0.611507671111	0.0340770148333
a19	0.0860582372593	0.0399934383037	0.00953269579097	0.0100394311556	0.0504395961963	0.63025161037	0.173684938611
a46	0.0687719217531	0.0680702847679	0.010401038597	0.0513207173852	0.0758659773988	0.489249453457	0.236320561204
a31	0.0615708925844	0.0710145935893	0.00723599416567	0.0606732807951	0.0417939515996	0.654112667819	0.103598581935
a38	0.0262933910081	0.0310225731964	0.00310057915522	0.0230960542317	0.0162578025999	0.86443995594	0.035789622845
a31	0.088930951816	0.0367623183988	0.0193069925184	0.0237961937106	0.0922400524666	0.703335185313	0.0356283232817
a20	0.120188525939	0.0586279447996	0.0343776998395	0.0479298645702	0.194230324156	0.473985535104	0.0706601277606
a31	0.112760020646	0.1266199716	0.0512370156132	0.0560346088567	0.181638831385	0.376415451701	0.0952940979202
a0	0.127248075549	0.167673043867	0.0716894985377	0.0729015302856	0.154269637128	0.276481127234	0.129737077973
a31	0.133014130516	0.173143744622	0.0828258761792	0.0927758480952	0.145553207376	0.228116182411	0.144570955991
a46	0.142879136839	0.174323324874	0.0946587020597	0.0997934106984	0.132636137459	0.185993694137	0.16971554533
a18	0.11063512228	0.125322318291	0.0930780706866	0.124896430233	0.15635597582	0.213314381379	0.17639770511
</S>	0.09647191114	0.106213459145	0.0897001053433	0.141024025117	0.18018802291	0.241958960689	0.144443527555
