 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.389582195	0.080567492	0.1474956365	0.0357152485	0.16743098235	0.1792084975
a31	0.394896738333	0.0405342493333	0.3624545055	0.0683323618333	0.05813524755	0.0756469233
a8	0.449106592778	0.0223545988778	0.3417285025	0.0744558646111	0.02136932625	0.0909851202333
a31	0.635059180926	0.0100520426259	0.123210644833	0.0575165722037	0.02540906195	0.148752530078
a15	0.659305550309	0.00710470120863	0.048637723811	0.0449483594012	0.0253782020733	0.214625523359
a13	0.47840944677	0.0147099478362	0.020357434137	0.0199037370337	0.00859279404777	0.458026707786
a24	0.480483522257	0.0173777176121	0.0102806221123	0.00873264114457	0.00310860834926	0.480016932595
a31	0.633280964086	0.0407679925374	0.0165697424374	0.0441392872815	0.0461005831831	0.219141422865
a18	0.500950704695	0.0684957941791	0.0639329624791	0.133062289094	0.099866911061	0.133691332955
a31	0.337229254898	0.0541297240597	0.0956456208264	0.184461376365	0.16764574702	0.160888294318
a20	0.404228828299	0.0388061630199	0.0753957279421	0.140642381122	0.169586395673	0.171340511439
a11	0.3822259561	0.04411279334	0.057071799314	0.107344276041	0.242473238558	0.166771943813
a8	0.269216682033	0.0844978811133	0.0473965287713	0.097686855347	0.338852446186	0.162349604604
a31	0.259682704011	0.125363627038	0.0644052062571	0.0925697401157	0.272854008729	0.185124701535
a8	0.217791171337	0.140194902346	0.0940697287524	0.110215445039	0.218791919576	0.218936823845
a31	0.199300473779	0.139915787449	0.111836646251	0.128689738346	0.193790653192	0.226466704615
</S>	0.180776421889	0.132598223724	0.123293698126	0.145602684173	0.189649711596	0.228079277307
