 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
a31	0.1654121125	0.0054557447	0.0075046539	0.0439813148	0.0367416915	0.1152780085	0.3630131025	0.02604903955	0.23656435425
a8	0.0618821705151	0.00768702136667	0.0055835466	0.0836255096	0.286406047167	0.133547176167	0.332007918933	0.00953749857833	0.0797230972967
a31	0.0206812622635	0.00796135505556	0.00900198606667	0.117608887867	0.386790995722	0.225605842056	0.190624541078	0.00583513488778	0.0358899508122
a10	0.00703837327783	0.00468598161852	0.0126142710222	0.122215369289	0.252171718574	0.413728104019	0.159425678693	0.00500795256259	0.0231124959374
a17	0.00247987406261	0.00364042010617	0.0163824733407	0.118364479763	0.199057042858	0.461446868006	0.0809689378977	0.0201797777875	0.0974801023125
a20	0.000884696314203	0.00256105156872	0.0261587784469	0.125967063254	0.114570076953	0.395684489335	0.0468367439659	0.0774680225958	0.209869060771
a31	0.000394729731401	0.0209110488229	0.0207387972156	0.0867565640847	0.0628498169843	0.468366883112	0.100149482655	0.0790975328986	0.160735146924
a29	0.0006194072338	0.0458366422743	0.0078558180052	0.0315531778949	0.0387707033281	0.582173947704	0.200805927552	0.0303718703329	0.0620125246413
a31	0.000792894511267	0.0371647599581	0.00371235241507	0.0309076728316	0.0377995934427	0.464814129235	0.378785042517	0.0155061417776	0.0305174312138
a17	0.00159733723709	0.016813235186	0.00213200981836	0.0323853006105	0.0344624644809	0.308011243078	0.582347680839	0.00807281472587	0.0141779418713
a31	0.00188648052903	0.00815019722867	0.00154218837279	0.0169016415368	0.022985130327	0.235990021026	0.695603726946	0.00563246254196	0.0113081687571
a17	0.00194197619301	0.00413581690956	0.0019364299576	0.0123579045123	0.0139218597423	0.165878698342	0.784201522315	0.00464323701399	0.0109825515857
a31	0.002156131731	0.00299960636985	0.00232316978587	0.0110213548374	0.0119824030474	0.138436750781	0.808195987438	0.00625263500466	0.0166319551952
a17	0.003385098777	0.00357421995662	0.00396824252862	0.0142107422791	0.0121728801825	0.125685133594	0.808839109146	0.00736042363489	0.0208041500651
a31	0.004152873659	0.00420233831887	0.00501093550954	0.0171168824264	0.0152900318942	0.119994031198	0.795626449715	0.0100143205116	0.0285921250217
a17	0.00695311441967	0.00700189400629	0.00855064850318	0.0242580721421	0.0185383062981	0.116650251733	0.770489383238	0.0120582441705	0.0355000803406
a31	0.00847259213989	0.0086652502021	0.0105258057011	0.0292694540474	0.0240945284327	0.115449781911	0.744811627746	0.0148057810568	0.0439051887802
a24	0.0080265567133	0.00820818326737	0.0101557761004	0.0308729660158	0.0262692704776	0.113081980637	0.738457109249	0.0162606660189	0.0486675029267
a31	0.00792185840443	0.00814208032246	0.0101983780335	0.0324180393386	0.0280872864925	0.114563626879	0.72279086975	0.0195498003396	0.0563280343089
a17	0.0171180819681	0.0203579550075	0.0196525733445	0.0431132477795	0.0354926404975	0.117849302293	0.64157651325	0.0256535221132	0.079186118103
a23	0.0235833563227	0.0284751110025	0.0253282384482	0.0484724445932	0.0338723648325	0.111855787431	0.61915184775	0.0245931310377	0.084667692701
a8	0.0153987617742	0.0249936740008	0.0211233068161	0.0333670375311	0.0239609569442	0.103182939144	0.70272386925	0.0177670992126	0.0574823583003
a31	0.0374678122581	0.0645228613336	0.048942064272	0.0609255978437	0.0430234403147	0.0816758217147	0.600002243083	0.0167791006042	0.0466610768334
a20	0.052365066086	0.0902108004445	0.0663454500907	0.0822763772812	0.0516094681049	0.0752443925716	0.508970651028	0.0210548898681	0.0519229012778
a31	0.0480769040287	0.0835721034815	0.0586102566969	0.0674484604271	0.0563095207016	0.0780734308572	0.512072057009	0.0256026442894	0.0702346094259
a46	0.0495638966762	0.0941436278272	0.0565831322323	0.064662916809	0.0596034832339	0.0840606269524	0.466208842336	0.0344579997631	0.0907154198086
a31	0.0498072742254	0.101532209276	0.0555191757441	0.063573345603	0.0647534707446	0.0867350569841	0.425257090779	0.0417782812544	0.111044039936
a8	0.0492644957418	0.102388075092	0.0548865869147	0.0669114085343	0.0685696209149	0.0850684769947	0.403795283593	0.0469591940848	0.122156869979
a31	0.0497002282473	0.109787343697	0.0546918013049	0.0681046061781	0.0703389876383	0.0841007556649	0.376567801198	0.0520958896949	0.134612599993
a28	0.0514666020824	0.114649624566	0.0558626547683	0.0694096353927	0.0726456525461	0.0828038952216	0.355977063733	0.055487324565	0.141697536664
a15	0.0525710630275	0.129289248189	0.0521871135894	0.0629950084642	0.042969784182	0.0855452550739	0.404098097911	0.055218018855	0.115126385555
a31	0.0706247026758	0.171472686063	0.0604573295298	0.0539845278214	0.0438687080607	0.0847211236913	0.348470469304	0.0554413436183	0.110959081852
a19	0.0687518165586	0.172438845354	0.0663773148433	0.0607180209405	0.0442946673536	0.0772176352304	0.356827773101	0.0524899932061	0.100883942617
a31	0.0549893768529	0.135407610118	0.0579772882811	0.0582394236468	0.0447648871179	0.0791126837435	0.390022491034	0.0511101877354	0.128376092872
a24	0.0522910636176	0.125980555039	0.0516888710937	0.0499636112156	0.0441372900393	0.0916949662478	0.391427727011	0.0536765212451	0.139139424291
a37	0.0495460152059	0.12084223168	0.0458833696979	0.0432611520719	0.0327119896798	0.105593785749	0.409935262337	0.058535972415	0.133690214764
a35	0.049053013402	0.141394797227	0.045346666566	0.044220008024	0.0285655302266	0.10862613225	0.393859660779	0.059788849805	0.129145331588
a37	0.0513349744673	0.193940745742	0.0523713518553	0.050566285008	0.0211760639089	0.0964207390833	0.401534213593	0.0504725822683	0.082183037196
a31	0.0570250881558	0.195110168581	0.0547042746184	0.046384204336	0.0205305931363	0.0871065330278	0.409165667864	0.0509413757561	0.0790320723987
