 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a33	0.220884385	0.04223397675	0.0226148235	0.01241725125	0.0746684882	0.110380554	0.05725003965	0.01282852775	0.00351292695	0.01565777435	0.060055207	0.105971932	0.26152411245
a31	0.218676179333	0.0166529112433	0.0145747041233	0.0122403927833	0.0812095627333	0.137738631333	0.10495763455	0.04222799525	0.0422567126167	0.00739785055	0.0293853516667	0.195934595333	0.0967474941167
a20	0.0800072707777	0.0057246795711	0.0051616433111	0.0110412882944	0.0604653542444	0.0942579004443	0.135287438183	0.219836765083	0.100445925872	0.00498338291667	0.0163731748389	0.225246259111	0.0411689399056
a31	0.0332730266592	0.0019514853677	0.00203363224037	0.0314799760981	0.148980881415	0.208205030148	0.115309208728	0.249461281528	0.0818731072907	0.00304061188556	0.0072903878963	0.10239747037	0.0147039350352
a28	0.0162181889531	0.0024557229699	0.00238355757012	0.0460951006994	0.168068820472	0.246648266049	0.0794747289093	0.098311031676	0.0332699647636	0.00240397514185	0.0687676976321	0.17549483679	0.0604081532117
a20	0.0144172723177	0.00270218147997	0.00541191119004	0.0670410155665	0.158594786824	0.174395538016	0.0890837896364	0.0627234585587	0.0175480115879	0.00253384301395	0.112258592544	0.203320792263	0.0899688534039
a37	0.0232521604392	0.00418304681666	0.0235763943967	0.0965919085222	0.240444222275	0.197061292672	0.0922542132121	0.0442396365196	0.00976044009597	0.00172336843798	0.0750122081813	0.112357544088	0.0795435868013
a31	0.0294845791464	0.00464789304555	0.0274586486322	0.0759310598407	0.198548842758	0.152844419891	0.0688164110707	0.0339564035065	0.0172444452653	0.0393098270793	0.0980003067271	0.182775674696	0.0709815029338
a20	0.0237536957155	0.00166608847185	0.0111361182441	0.0471685886136	0.132493889586	0.095726242297	0.0439689690236	0.0267014131688	0.0211518610884	0.0831051106931	0.230091075576	0.244712918232	0.0383240316446
a31	0.0531007129052	0.00257061754062	0.0450366266147	0.0531703528712	0.109999648862	0.068558080099	0.0290856106745	0.0186571540563	0.0239733190295	0.066459941231	0.227151663859	0.245984306077	0.0562519372149
a46	0.0730477623017	0.00898213171354	0.104616725538	0.0700077526237	0.079560079954	0.0441087706997	0.0258967192248	0.0219615166854	0.0253130356765	0.0370077587437	0.15166467662	0.289206708692	0.0686263190716
a20	0.0443931711006	0.0115663822378	0.124072531846	0.115226637541	0.090647321318	0.0456974362332	0.0354460787416	0.0409765555618	0.0156565508922	0.0292611229146	0.13734121554	0.273281066231	0.0364339123572
a31	0.0490387327002	0.0237887717459	0.189779540615	0.12785755918	0.0941991804393	0.0572889810777	0.0488345999139	0.0508838108539	0.0137052529641	0.0227559993049	0.0821565985133	0.18828800741	0.0514229634524
a20	0.0670180642334	0.0386530272486	0.342631503538	0.0943859297267	0.0857577668131	0.0526583113592	0.0410212159713	0.0344995492846	0.0106979526547	0.017858519435	0.0460419861711	0.0987638211367	0.0700123644841
a37	0.0488686444111	0.0302341930829	0.456472567846	0.104870343242	0.100297882271	0.0521725004531	0.0349508699904	0.0250737750949	0.0068009278849	0.0152515174783	0.023279041057	0.0595171103789	0.042210675828
a31	0.0585895978037	0.042788678361	0.423512389282	0.111667707747	0.105525777424	0.0661179888177	0.0488456619968	0.0322823336983	0.0080611886283	0.0110067384928	0.0175539526857	0.0381928354596	0.0358551909427
a17	0.0745517819346	0.0547593361203	0.435402663094	0.0853070209157	0.0895183524747	0.0617525039392	0.0475335729989	0.0302339678994	0.0083011408761	0.00973407183093	0.0167165467286	0.0377629454865	0.0484261036476
a31	0.0818652866449	0.0580955253734	0.387023674365	0.0710860653052	0.0822437808249	0.0631665303131	0.0474035946663	0.0253632592998	0.00958883362537	0.0130000206103	0.0355495867429	0.0523642501622	0.0732495912159
a18	0.0914105155483	0.0648965244578	0.326254684788	0.0617970007684	0.073306270275	0.0662508634377	0.0510059548888	0.0256641997666	0.0113162132085	0.0151870923701	0.0440003802476	0.0661939347207	0.102716383072
a37	0.0776219585161	0.0550901708193	0.424947961596	0.0588421625895	0.0696185867583	0.0530211078126	0.0388810332963	0.0202159659222	0.0084159168695	0.0124417451234	0.0236105344159	0.0611072085736	0.096185669024
a20	0.065242272172	0.0433037452731	0.503206823865	0.0776380875298	0.0857665055861	0.0431252276042	0.0278273747654	0.0147376321741	0.0057036897565	0.00880038044113	0.0135087802386	0.0474543838579	0.063685113008
a31	0.0854393333907	0.0582436734244	0.428698611288	0.0834371291766	0.095094396862	0.0563618075347	0.0391200202551	0.0197469659247	0.0088825825855	0.0105339037137	0.0226866788462	0.042007322286	0.0497476096693
a11	0.0925111677969	0.0651430444748	0.387175263763	0.0652319230589	0.076154474954	0.0601041811782	0.0450275267517	0.0231381019749	0.0115163351952	0.0130275272379	0.0285740629487	0.056413037762	0.0759833952231
a31	0.089292712599	0.0607731234916	0.351316374588	0.0550765786863	0.0640349459847	0.0568791577261	0.0426429022506	0.022117520325	0.0140740460651	0.0176193970793	0.0520694026496	0.0741280539207	0.099975811741
a8	0.087021269533	0.0607822531639	0.231647111529	0.0480961828954	0.0575299543282	0.0574737095754	0.0446656410835	0.0248557261083	0.018084281355	0.0223790126931	0.0656741342165	0.116125197974	0.16566552058
</S>	0.0701085777665	0.0491317665819	0.221960055765	0.0408225649477	0.0454263156641	0.0441934372877	0.0354300760417	0.0226075110542	0.0177538896775	0.0208973083466	0.0484147871082	0.155290583987	0.22796309529
