 	mi	sono	vestito	</S>
a39	0.52514435	0.2398886925	0.07113332	0.16383366535
a11	0.814001383333	0.0844693292667	0.0462656973333	0.0552636285167
a13	0.903376574444	0.0317614568556	0.0408812867778	0.0239807293389
a18	0.942268091481	0.0153699277519	0.0278231989259	0.0145388142463
a31	0.92269901716	0.00794837715063	0.056903457642	0.0124491215488
a37	0.899596772387	0.0128663271502	0.0748096858807	0.0127272101829
a15	0.854789474129	0.0495694377167	0.0752704919602	0.0203706373943
a31	0.59173889471	0.0853837559056	0.27402547732	0.0488519377981
a46	0.292108722903	0.0756595486352	0.53915381244	0.0930779745994
a31	0.150520855634	0.0499094545451	0.572055240813	0.227514484866
a20	0.101587961878	0.0448444091817	0.566480663604	0.287086971622
a31	0.084220376626	0.0383280173939	0.476743321201	0.400708267207
</S>	0.071885122313	0.027593886197	0.3379980106	0.562522953604
