 	forse	non	li	ha	a	casa	</S>
a28	0.505595452	0.00904558257	0.01660795785	0.008677673	0.020192498	0.138181999945	0.301698894705
a10	0.758744450667	0.0434964079033	0.0123428765167	0.0264012443333	0.0122696389667	0.0460641940797	0.100681211682
a31	0.840406816889	0.0588918586344	0.0121496791722	0.0347352364444	0.00474870395557	0.0153553521539	0.033712341834
a21	0.933047838963	0.0257186003781	0.0057457002574	0.0167375932481	0.00227247228519	0.00511960798607	0.0113582124313
a37	0.858665846321	0.0190335519594	0.0127148262858	0.0304682338494	0.0099145887284	0.00190183030382	0.0673011483338
a31	0.830958148774	0.0174380964198	0.0152434849286	0.0344098544165	0.0145765007761	0.000837535182273	0.0865363873779
a37	0.778294762925	0.0140246112399	0.0153762241429	0.0359533466055	0.105175759792	0.000418042528424	0.0507572803926
a31	0.766222200975	0.01042893849	0.0150885216143	0.0360905697218	0.133460737164	0.000312830806141	0.0383962085775
a37	0.895451733658	0.00422743320667	0.0058042934381	0.0146252828939	0.0539483149547	0.00161233537871	0.0243305603058
a31	0.922694111219	0.00217936747556	0.00306384644603	0.00946145276463	0.0390678949849	0.00244734945957	0.0210859322686
a21	0.92198382374	0.00154349999852	0.00289526434868	0.00872532825488	0.0422703563283	0.00473776758652	0.0178439772562
a31	0.85671829458	0.0148409283995	0.00612765934956	0.0105149064183	0.0454580501094	0.0192833621955	0.0470568224187
a20	0.620505148193	0.0658644241332	0.0254688027832	0.0290024328061	0.0592521160365	0.0649674590652	0.134939627473
a31	0.404077916064	0.133213748044	0.0460056162611	0.0477500442687	0.0838728500122	0.102662239688	0.182417592491
a37	0.297292512021	0.165090256015	0.0681686814204	0.0686634280896	0.103975300004	0.118421279896	0.17838856083
a33	0.19628405734	0.152954833338	0.0810540984735	0.0845992860299	0.111585244668	0.136142096632	0.237380420277
</S>	0.17022062367	0.138296593669	0.0755278762368	0.0810710030149	0.108648799334	0.141814188316	0.284420940139
