 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.154866123	0.286834774	0.0177509433	0.0786714415	0.03500816285	0.0579240999	0.368944472
a0	0.131587350367	0.320148531333	0.174003668767	0.145537303833	0.0135305072067	0.0917238265667	0.123468808693
a31	0.132139149489	0.161379698111	0.367973312922	0.147369234611	0.0111540190922	0.138570242189	0.0414143084577
a13	0.13541844783	0.0770908127037	0.358057070974	0.130155868204	0.0139606853641	0.26066525073	0.0246518250192
a31	0.08292910061	0.0344685222346	0.462777306991	0.098356943068	0.0155745784547	0.286723180243	0.0191703536731
a8	0.102083630203	0.0196678027449	0.538119175664	0.042839347356	0.0260161771516	0.260702490081	0.0105714085577
a31	0.083723075401	0.210316903915	0.369423438555	0.0366725837853	0.0480149433839	0.237065400694	0.0147836805192
a13	0.0496995938003	0.319723677972	0.313445549518	0.0360966582618	0.0930011044613	0.171314914231	0.0167185128397
a31	0.0510425012668	0.286761435991	0.264022329839	0.0520544577539	0.120180300154	0.16121041041	0.0647285612799
a17	0.0673546904223	0.335613061997	0.15641123528	0.075358385918	0.0945186400513	0.10615799247	0.164585960427
a31	0.126040540141	0.248177407332	0.13047603376	0.0733784986393	0.104235684684	0.0975634541567	0.220128393476
a13	0.164894390047	0.146018779111	0.126157004587	0.0804792875464	0.129049848228	0.112314451386	0.241086271159
a31	0.183688500016	0.11678445637	0.118148998196	0.0853832938488	0.125211876076	0.131854107129	0.238928790386
a28	0.179275913339	0.107220035457	0.113217482732	0.0880781479496	0.121064103692	0.14181075571	0.249333563462
a10	0.131016751113	0.110075541819	0.102830440911	0.0939353526499	0.108519022897	0.158706931903	0.294915954487
a31	0.123434750371	0.112022407273	0.101870543637	0.09622390955	0.107289132632	0.163497490634	0.295661764829
a30	0.11512817179	0.101831562424	0.0953069662123	0.08971276185	0.0992534292107	0.160841100211	0.33792600161
a31	0.15097516893	0.0948239074747	0.107523090404	0.0918433972833	0.11042564307	0.141560203404	0.302848590537
a20	0.178289749643	0.109870445825	0.130084013468	0.112307715761	0.132572164357	0.130960067801	0.205915820179
a28	0.151686269881	0.126660001942	0.133748814489	0.127514895254	0.135266394786	0.140350745934	0.184772856726
a31	0.158463843294	0.131454907314	0.13953579483	0.132472201751	0.141099231595	0.138883541978	0.158090495575
a35	0.155287987765	0.127937442438	0.135699222943	0.12876823725	0.137800763865	0.140447817326	0.174058521858
a31	0.160982602588	0.124799118813	0.135843328981	0.12682477575	0.138167957955	0.137819432442	0.175562737286
a46	0.163103464196	0.123965570938	0.136201486327	0.126488848583	0.138585389318	0.136808257481	0.174846925762
a31	0.166275218065	0.123168246979	0.136940932109	0.126247116194	0.139252059773	0.135266762494	0.172849608587
a10	0.168266846022	0.124197662326	0.138299174036	0.127259398731	0.140485283258	0.134684040831	0.166807569529
a8	0.146555372007	0.130708290775	0.135204634679	0.131604966244	0.136848891086	0.14260010361	0.17647774651
a31	0.155104400669	0.132767690258	0.139870628226	0.134260105415	0.141318080362	0.139502614537	0.157176498837
</S>	0.166966460334	0.130884870129	0.142760714113	0.133339627708	0.144402210181	0.135359987269	0.146286159418
