 	lo	ho	finito	di	fare	</S>
a8	0.0406079505	0.4844163125	0.0289591365	0.02539453905	0.0865048495	0.3341172224
a31	0.211396388833	0.501531774167	0.0290872045	0.0206297617167	0.1247609295	0.1125939442
a20	0.266184173944	0.204660691389	0.0196383931233	0.0245164599056	0.437441843167	0.0475584322
a24	0.100860959648	0.12487964713	0.0160707113311	0.0302208533019	0.651873281056	0.0760945397333
a18	0.0560904185493	0.29219323571	0.0216601891104	0.0312104816006	0.509065093685	0.0897805672444
a31	0.0689568441831	0.459994701903	0.0150928259368	0.0266295560335	0.384680851228	0.0446452232815
a20	0.0627557893944	0.329824770634	0.00633975217893	0.0356660460112	0.544584050409	0.0208295782938
a10	0.0306909881315	0.153495583545	0.00290805432631	0.0396942643371	0.740245696803	0.0329653497646
a20	0.0216844760438	0.122039617848	0.0039723557421	0.0337939314457	0.727830465601	0.0906791099215
a7	0.0415272196813	0.171790092616	0.022589096914	0.0328125718152	0.517881258534	0.213399753307
a31	0.0672336378938	0.174281312539	0.0493478039713	0.0922932219384	0.339502866178	0.277341144436
a20	0.0802431459646	0.144380882513	0.0690951213238	0.129951733979	0.271893165393	0.304435958145
a18	0.106862428655	0.152311220838	0.0972306471079	0.128411401326	0.203030105131	0.312154216048
a24	0.127268772885	0.149895006946	0.121132219036	0.151596797109	0.188053985044	0.262053205349
a46	0.136602274295	0.151527108982	0.132693403012	0.157446069036	0.180094015015	0.241637095116
a31	0.139564981432	0.148430362994	0.138137904337	0.170281526345	0.183702315005	0.219882855039
a33	0.137764270477	0.146839197665	0.135583238112	0.172088928782	0.187280435002	0.220443885013
a8	0.142134996826	0.150439612555	0.139316726037	0.166308749594	0.181873285001	0.219926631671
</S>	0.146386773413	0.150942111278	0.145041593019	0.171833474797	0.1826011925	0.203194880835
