 	non	so	cosa	stai	scrivendo	</S>
a31	0.15328629985	0.05406447925	0.018795918	0.29709598	0.373337415	0.1034199107
a21	0.06371760385	0.0636721259167	0.094060479	0.444675243333	0.297882981667	0.0359915985333
a31	0.04965414595	0.0805244819722	0.127493248	0.419590591111	0.299670043889	0.0230675176778
a10	0.0383399019833	0.0507895286574	0.0772770176667	0.407999573704	0.406136737963	0.0194572240259
a7	0.0189825737944	0.0357636655525	0.122926222556	0.485210177901	0.305121422654	0.031995919142
a41	0.0118073907315	0.0319291518508	0.147082070852	0.395667075967	0.242396564218	0.171117753047
a31	0.00888442857717	0.0214498601503	0.0814097244807	0.199243410989	0.494542168073	0.194470422016
a8	0.00405316467906	0.0093427149501	0.0272400316369	0.0811737003297	0.812386022691	0.0658043919053
a31	0.027229652713	0.0133837526834	0.014083784159	0.0675732144432	0.801692030897	0.0760375875351
a8	0.0371073480377	0.0180233125611	0.0113374827197	0.0668175214811	0.777438133632	0.089276221845
a23	0.0151616554792	0.0105508626204	0.0056143835199	0.0365994641604	0.889798154544	0.042275500615
a8	0.00627666195973	0.00585501164013	0.0021384092533	0.0204433907201	0.948537328181	0.0167492198917
a31	0.0143828444532	0.01954491888	0.00718640688443	0.0395879445734	0.89979719606	0.0195007089839
a21	0.0212715711511	0.0305576066267	0.0110120512948	0.0548989325245	0.830172635353	0.052087184328
a31	0.0492666220504	0.0830782378756	0.0580995147649	0.0835001265082	0.634416161784	0.091639292776
a24	0.0684393550168	0.117746207292	0.083613678255	0.107556087503	0.477816020595	0.144828634259
a21	0.0511890260056	0.0820870360973	0.0465548264183	0.0809090311677	0.525349160198	0.21391095142
a31	0.0696797920019	0.109422867699	0.0789893591394	0.0949737370559	0.426101193399	0.220833083807
a17	0.0853097640006	0.123539379233	0.0995384343798	0.112297545685	0.3061279878	0.273186904602
a20	0.0779136246669	0.0889462830777	0.0680821594599	0.0935964285617	0.288348689267	0.383112851534
a0	0.103874601556	0.100351891026	0.0679736231533	0.0918852728539	0.269025419756	0.366889210511
a31	0.136365800519	0.134467490342	0.102790751051	0.116928024285	0.232798643252	0.276649266837
a8	0.11739166684	0.121260436781	0.105617376017	0.119770414762	0.224689064417	0.311271032279
a37	0.10400834228	0.103669205594	0.091332426339	0.111172371587	0.236688404806	0.353129244093
</S>	0.11664215114	0.114955852797	0.10292639117	0.119747820793	0.228594257403	0.317133502047
