 	venne	scritto	</S>
a29	0.51579127	0.20858096047	0.275627771305
a24	0.831013823333	0.07708247047	0.09190371592
a37	0.932622907778	0.03671424649	0.0306628452917
a29	0.972153769259	0.0175675253967	0.0102786962286
a13	0.987141489753	0.00934424323223	0.00351430043753
a11	0.988043896584	0.0106064712774	0.00134967787251
a31	0.977500348861	0.0209244560925	0.00157522075084
a39	0.74501748962	0.0858458320308	0.169136706584
a18	0.43319448654	0.15224765401	0.414557878861
a8	0.296187555513	0.191158408003	0.512654046287
</S>	0.246475467757	0.221345554001	0.532178988143
