 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.093527248	0.43032065395	0.00529462635	0.0279331789585	0.115532796905	0.327391508324
a31	0.390867812667	0.432822225983	0.01534847545	0.0102884838585	0.0412766872383	0.109396329574
a24	0.739240227556	0.172729153328	0.0301249538167	0.0044194203895	0.0167360573794	0.0367501812097
a37	0.713793609185	0.131287371109	0.0757179332722	0.00384130589983	0.0526501437598	0.0227096161716
a14	0.694923536395	0.124265533703	0.0876475244241	0.00421243143328	0.0688019392533	0.0201490083905
a29	0.809462812132	0.111323011234	0.0398783934747	0.00205121770109	0.0279767951178	0.00930775109683
a0	0.866420370711	0.101236365745	0.0154203303249	0.000797232773697	0.0113102219726	0.00481550356561
a29	0.91111762357	0.070005139915	0.0070089376083	0.000368644104566	0.00811896389087	0.00338074372187
a20	0.854460274523	0.0471523039717	0.00983341786943	0.00415374333152	0.0724159649636	0.011984353874
a31	0.696086158174	0.142568395991	0.0147877536231	0.00662351464384	0.119058488321	0.0208757592913
a24	0.526378942725	0.262112251997	0.030273090541	0.0217270120813	0.126341586107	0.0331671554304
a46	0.313803934242	0.258665047332	0.087667006847	0.0591054486938	0.182631998702	0.0981265784768
a31	0.180249481414	0.261084079111	0.194626402282	0.0717071942313	0.166908734234	0.125424104826
a0	0.147134713805	0.322021693037	0.265438234094	0.0563003724104	0.109618992745	0.099485986942
a20	0.110406037935	0.298676777679	0.252733584698	0.0590920951368	0.121093217582	0.157998295647
a31	0.113769839312	0.221459669226	0.215975458233	0.0946777783789	0.148804389194	0.205312888549
a46	0.117278703104	0.178272366409	0.178413996078	0.112080972793	0.170083699731	0.24387028285
</S>	0.102671826552	0.154804603205	0.158881178039	0.103857801396	0.184958269866	0.294826326425
