 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.101301595	0.1090665305	0.059913691	0.0494063655	0.11209217	0.2540816535	0.3141380308
a31	0.277375431667	0.1198129545	0.0248700671667	0.0192625389567	0.196542203333	0.2460740385	0.116062796133
a0	0.465222077222	0.158655579167	0.00848200001957	0.0064541389089	0.178034588778	0.114724380167	0.0684272693777
a20	0.363406987407	0.194137736389	0.00411749393719	0.00218925129963	0.199904027259	0.0798710880557	0.156373428459
a31	0.278330057469	0.128646275463	0.00291548947906	0.00102165329654	0.201209993086	0.209979710685	0.17789681382
a13	0.23370121249	0.0753458161543	0.00210231032635	0.00136181309885	0.090368147362	0.409460350228	0.187660335607
a38	0.10633487483	0.0420628507181	0.00162786290545	0.00124733545795	0.0553410231207	0.588881730076	0.204504325202
a31	0.14311653561	0.084252117906	0.00352925129848	0.00725515224432	0.101282779374	0.557035356692	0.103528834401
a20	0.16096493787	0.108078304302	0.00547924389949	0.0114278934148	0.269921239791	0.388431215564	0.055697139467
a31	0.210080911957	0.112832283101	0.0292783737665	0.0114196141383	0.260605123264	0.294235428521	0.0815481918223
a20	0.257007740652	0.189704151034	0.0485824679222	0.0153436880461	0.143709031088	0.21275696284	0.132895920607
a33	0.195425390217	0.265129427011	0.0390150659741	0.0191413540154	0.136203677029	0.20455846428	0.140526586869
a31	0.203168523406	0.29825120567	0.059163458658	0.0234761803385	0.0982778930097	0.197923278093	0.119739413956
a28	0.181470594469	0.308894475223	0.0713780195527	0.0271604031128	0.0779168683366	0.201147869364	0.132031766319
a31	0.183090504823	0.319403131741	0.0678092498509	0.0298835027043	0.0725015981122	0.186821426455	0.14049059544
a0	0.182702620274	0.32188495058	0.0735447132836	0.0387384959014	0.0712088213707	0.163780008818	0.148140391813
a31	0.193089435425	0.314439533527	0.0708096260945	0.0427763253005	0.0728443254569	0.143564012939	0.162476743938
a3	0.195834000142	0.295990177842	0.0721057670315	0.0479885451002	0.0780974601523	0.131795867646	0.178188157979
a31	0.202513895047	0.274085042614	0.0696162856772	0.0502035457001	0.0820094233841	0.119619442549	0.201952359326
a46	0.201609751682	0.220952510871	0.0697192598924	0.0561825205667	0.0979558744614	0.110580644183	0.242999446442
a31	0.212550133894	0.160550366957	0.0705133792975	0.0635908015222	0.110776551487	0.0977593247277	0.284259462147
a39	0.229021201298	0.143802278986	0.0862998544325	0.0803281238407	0.109410260496	0.0992976515759	0.251840664049
a35	0.173839677099	0.144661469662	0.110344596144	0.107996664614	0.129914426832	0.122807673859	0.210435508016
a31	0.177578729033	0.142309626554	0.116803653381	0.114324474871	0.129128145611	0.125052095953	0.194803292672
</S>	0.187078019516	0.138990838277	0.11779853669	0.115009542436	0.126807017805	0.122581884976	0.191734186336
