 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
a20	0.003146065713	0.00236286224	0.00166933911264	0.000564993105	0.000653782915	0.000779458805	0.0007085323525	0.0008709865785	0.00124546764	0.0028266469	0.00611601625	0.00706032985	0.036384034	0.004947743	0.007463333	0.00410631045	0.00822937325	0.0018046847475	0.0084505797	0.0106191356	0.41216759545	0.044348766	0.259584003843	0.0234192001665	0.041130958403	0.109339732643
a31	0.00107098704733	0.000831281080167	0.00055664604198	0.000217641931	0.000312476010667	0.000355208595	0.0002746254525	0.000348956425167	0.00069830849	0.00266431736667	0.00749577458333	0.00883507328333	0.0390337273333	0.00453286876667	0.00873208316667	0.00349003198333	0.01253444325	0.00101578138083	0.00389206666667	0.0147702595333	0.41872342815	0.325044635333	0.0865297654567	0.00783147304517	0.0137584624663	0.0364496804071
a1	0.00036146433921	0.000278936092222	0.000185592096672	8.30970606667e-05	0.000126023649889	0.000177115466667	0.0001224463106	0.000167856684289	0.000445374008667	0.00233574928889	0.00951128486111	0.00788507476111	0.0534697724444	0.00286649595556	0.00843737055556	0.00577723332778	0.0549641250833	0.000766592040277	0.00305610818889	0.0692051925111	0.23544273905	0.496047125111	0.0288498498756	0.00263642279272	0.00464797219977	0.012153013674
a35	0.0013982662355	0.00259095858941	6.2541801426e-05	0.0426422626112	0.023527474334	0.00279768156722	0.000971051796633	0.000681983890663	0.000990771731556	0.0023658171963	0.00769614462037	0.0053065799037	0.0491037171481	0.00422120375185	0.00849066985185	0.00637538507593	0.0700927773611	0.00213694016009	0.00878334906296	0.090997018837	0.182000287683	0.470507975037	0.00962206164964	0.000880641327073	0.00169668506759	0.00405973533397
a31	0.00174689021717	0.0033626546789	2.14962434803e-05	0.0568282896119	0.0313671257547	0.00405046282241	0.00125499163921	0.000855980187554	0.00138016172385	0.00322224746543	0.00949076720679	0.00789343828457	0.036705850716	0.00667637391728	0.00977038395062	0.00467923179198	0.048479588787	0.00257768206136	0.0101934607877	0.0547881496123	0.227153443894	0.471919898346	0.00320855214012	0.000299768684524	0.00071005996253	0.00136305427872
a7	0.000649364107723	0.00124487694873	7.21308832177e-06	0.0190390748788	0.0109215563949	0.00211429327414	0.000423058202403	0.000292749600185	0.000758572451283	0.00280383718848	0.0121617154023	0.0137061547615	0.0735360322387	0.00647417577243	0.0112619746502	0.00377291396399	0.0397497092623	0.000910778608453	0.0044537810459	0.0476304218708	0.339643507965	0.406544926115	0.00107636945084	0.000107494108508	0.000258877950843	0.00045660596564
a31	0.000315613445908	0.00055069231091	2.45828107892e-06	0.00645126435427	0.00407024175263	0.00112221387671	0.000146178541268	0.000107564195395	0.000446832807094	0.00210601749616	0.0144963021341	0.0382716995872	0.0969675524129	0.00500528812414	0.0132205518834	0.002275127688	0.0207166422874	0.000358394082818	0.00195708559863	0.0424163972903	0.437315335988	0.310127888705	0.00041305066528	0.000308948388169	0.000651138260281	0.000179516699213
a24	0.000216064791969	0.000285798778303	8.5750634264e-07	0.00222144347942	0.00147263521521	0.000536910460903	5.76164762227e-05	5.47184967983e-05	0.000395227195698	0.00176373096539	0.015033426878	0.0736893631957	0.114839625804	0.00375438550805	0.0124227536278	0.001279175306	0.00970130586247	0.000172245877606	0.000874116912877	0.0290258004301	0.487454451996	0.243081712902	0.000255272658427	0.000488312446056	0.000827062673427	9.5980320071e-05
a46	0.000181781487323	0.000231050169434	3.69258772213e-07	0.000832651197807	0.000655979358403	0.000344821080301	2.80692268409e-05	3.40098592661e-05	0.000283015565233	0.0010816666218	0.010601651126	0.0704612110652	0.137618415268	0.00241321550268	0.00754957100927	0.000671934472	0.00507320618749	0.000103694441202	0.000370545894292	0.01703976181	0.488992710665	0.254517967634	0.000217024559476	0.000298865528685	0.000353222494476	4.36249806903e-05
a24	0.000416675155774	0.000440808979811	8.96483647404e-07	0.000333272471936	0.000385280529468	0.000215060596767	1.51369787136e-05	1.90727347554e-05	0.000159433095078	0.0008881587406	0.0132193577087	0.0700893070217	0.132028991756	0.00152547150089	0.00708210980309	0.00200280391733	0.00767505772916	6.78641624007e-05	0.000232202224764	0.0306959136033	0.527747203555	0.204289582545	0.000166460623159	0.000126303808895	0.000159750014825	1.78653052301e-05
a46	0.00113231108526	0.00108914599327	5.41463698247e-06	0.000202193458645	0.000578311376489	0.000274826468922	1.54203515712e-05	1.89319385851e-05	0.000171284571693	0.00162024484687	0.0221713385696	0.0914177990072	0.128159650585	0.0016932089003	0.00970763793436	0.00789224697244	0.0234874005764	0.000101942427467	0.000348068591588	0.0676723938678	0.491405977852	0.150591994182	0.000101610322053	4.94454146317e-05	8.2471596275e-05	8.73772851003e-06
a31	0.00131633319509	0.00118144330776	7.48030799416e-06	0.000157384404882	0.000579805892163	0.000500566699641	8.96832565237e-05	0.000147388691862	0.000473648723898	0.00216707344896	0.0251009851899	0.191737123002	0.137166970195	0.00244644983343	0.00967600497812	0.00853742529081	0.0248038180255	0.000148966009156	0.000422917357196	0.0636310282893	0.410095309284	0.117578724727	0.000425105808351	0.000638837663877	0.000818053756758	0.00015142808827
