 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.020343266	0.0629400475	0.00587913625	0.2293121271	0.08968286168	0.183264227	0.113091795	0.2954865296
a31	0.0316154806667	0.0212113887318	0.00615119438333	0.528887619033	0.0301631901967	0.172123862933	0.104920035667	0.104927222267
a8	0.221157941222	0.00707876896273	0.0107344292611	0.601825506344	0.0101358338956	0.0583068359777	0.0490179802223	0.0417426770557
a31	0.281305177074	0.00236783388108	0.010216640187	0.632931318781	0.00349822133853	0.0206643821926	0.0341193184074	0.0148971294186
a20	0.115904471025	0.00123424373353	0.0131234151623	0.820204222927	0.00175136157284	0.00928230099753	0.0253655034691	0.0131345015729
a31	0.181325022342	0.00086967718451	0.0205646347208	0.732694354309	0.00953612159095	0.0217291847992	0.016635634823	0.016645356191
a24	0.217949247447	0.000628247334837	0.0184907519069	0.693576981436	0.0121995533303	0.0289593425997	0.016590573441	0.0116053042637
a31	0.207194762482	0.000622454651612	0.013351930969	0.609064677145	0.0161601242434	0.0950687018666	0.031031232647	0.0275061429546
a28	0.372813210827	0.000309505563871	0.00868727678967	0.377529945715	0.0235334174145	0.131630445956	0.049136152549	0.0363600711515
a17	0.425258213609	0.00172089982796	0.0131726703966	0.244838670238	0.0301142748048	0.126213877319	0.121885429183	0.0367959648838
a31	0.317486184536	0.00788025807599	0.0175904317989	0.135176695079	0.0651111296016	0.16933568244	0.143913681728	0.143505932628
a28	0.212810044845	0.038379096692	0.0391814935996	0.0818505623597	0.0863468532005	0.170926850813	0.128328245909	0.242176844209
a13	0.147210388282	0.121666778897	0.0979600745332	0.0586713441199	0.0884059527335	0.129584693604	0.14635072197	0.210150011403
a31	0.133027636094	0.144856902966	0.111367884844	0.06544754404	0.107259229245	0.111532864535	0.115232767323	0.211275143801
a23	0.125587117031	0.109779240989	0.0951239666147	0.0569117973467	0.086609602415	0.107564898178	0.174488459108	0.2439349246
a31	0.143723850677	0.12191423033	0.103531012205	0.0484516804489	0.068528226805	0.100150426059	0.190631739703	0.2230688282
a18	0.160151000226	0.16961538011	0.131514372402	0.0514788021496	0.067428557935	0.0935302586863	0.130293529901	0.195988102733
a31	0.156681923409	0.17776830837	0.134091020801	0.0494333673832	0.0634681183117	0.0888092195621	0.111732209967	0.218015854244
a18	0.151577741136	0.16208534779	0.126640290267	0.0457771957944	0.0585844017706	0.0859269975207	0.124524469989	0.244883578081
a31	0.142880337045	0.156679424263	0.123157813422	0.0410172995981	0.0531292942569	0.0800702468402	0.130875756663	0.272189872694
a24	0.146838662348	0.132637636421	0.120627057807	0.0370714525327	0.0483442820856	0.0818591622801	0.155776052221	0.276845730898
a17	0.134529896116	0.141860938807	0.132141119269	0.0305125968442	0.0366111850285	0.07065060876	0.182941944074	0.270751716966
a20	0.103705299372	0.143930679602	0.111395088423	0.0354412519481	0.0410387456762	0.0641538195867	0.169375278025	0.330959828989
</S>	0.085771637686	0.129004329801	0.0955139872115	0.0392412389741	0.0418475613381	0.0617483777933	0.177117554013	0.369755299495
