 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.05031389701	0.0105434264	0.0599947745	0.42054197925	0.0214187603	0.03768282428	0.04946469345	0.350039678884
a31	0.04154442701	0.0153891754	0.222002374833	0.43371885975	0.0827018717667	0.0129345380133	0.0725929567833	0.119115839384
a7	0.0467005080033	0.0269814004667	0.335462414944	0.244329876583	0.218918997256	0.004635791872	0.0806829286611	0.0422881374947
a31	0.0301660883344	0.0232565024889	0.427496538315	0.264151852194	0.207199329419	0.0015629965309	0.0311345126204	0.0150322076982
a21	0.0186599824448	0.042380426163	0.500379942772	0.324146550731	0.086685849473	0.000561794049633	0.0204011725401	0.00678426556607
a31	0.247103553815	0.066188023721	0.325982814257	0.257835201577	0.067702232491	0.0111943194499	0.0171686175134	0.00682521352202
a11	0.329673756272	0.0509855845737	0.266622951419	0.217199938526	0.0760405658303	0.0147632550966	0.0218143951711	0.0228995345073
a31	0.179131237091	0.0436030815246	0.285134293806	0.217156858175	0.0977439802768	0.0860228403122	0.0563867327237	0.0348209568358
a46	0.208820882364	0.0545080905082	0.177993797935	0.123654618058	0.187469153426	0.142175456771	0.0792367242412	0.0261412859453
a31	0.166504326455	0.0431328271694	0.179713099312	0.126222739353	0.273585587809	0.0976999265903	0.0766504427471	0.0364910769818
a17	0.083457378485	0.0230313938898	0.193761863104	0.150728156451	0.292606872603	0.0826511565301	0.082563480249	0.0911996889939
a20	0.0735822648283	0.0300288014633	0.127361709035	0.137685158817	0.269207787534	0.0839093541767	0.0885841014163	0.189640816331
a31	0.0980742096094	0.0468437908211	0.0869499696783	0.100321001606	0.184999005845	0.122218893392	0.119834427139	0.240758738777
a20	0.108202793203	0.060129491607	0.0736229305594	0.076652479202	0.120003265282	0.136070507797	0.13700130738	0.288317266259
</S>	0.0964753416015	0.0675130108035	0.0715611782797	0.076095359601	0.112331557641	0.105859453899	0.12484844119	0.34531568313
