 	che	vende	buon	pane	</S>
a17	0.073330568	0.4808788905	0.0199566035	0.07705908935	0.3487748335
a31	0.207006178	0.537382890167	0.0198733995	0.116953802683	0.118783725267
a11	0.429140192667	0.300114486722	0.0128895005	0.149993237561	0.107862560189
a39	0.351966262556	0.245975108907	0.0079771055	0.202045729187	0.192035763396
a35	0.213684232519	0.343007702969	0.00743398316667	0.245248606396	0.190625471132
a39	0.18913510084	0.565266167656	0.00823599705556	0.133730388799	0.103632377044
a31	0.20786901028	0.678197555885	0.0194174053519	0.0530194245997	0.0414966370147
a24	0.311108413427	0.520392901962	0.0915616071173	0.0399125955332	0.0370244723382
a18	0.361639461142	0.323434873987	0.149955512372	0.0557957128444	0.109174442779
a31	0.307315183714	0.240278204662	0.169984170791	0.0724620062815	0.20996047426
a13	0.250875847905	0.190772381554	0.174555213597	0.0863234040938	0.29747315142
a31	0.208770512635	0.197960430518	0.179465621199	0.103580216698	0.310223203807
a46	0.164988497545	0.203297556839	0.1871072404	0.135492098899	0.309114607936
a8	0.153895759182	0.163480505613	0.193761550133	0.167460339633	0.321401835979
</S>	0.148790319591	0.155891932806	0.216441145067	0.178843154816	0.300033437989
