 	lo	posso	finire	di	fare	</S>
a20	0.128376028	0.264487355	0.213195257	0.0277172055	0.0932780875	0.272946048
a31	0.137463501333	0.269292871667	0.232542189	0.0427469885	0.2064046225	0.111549812667
a46	0.190999500444	0.150446627222	0.117371725	0.0846756678333	0.3724990775	0.0840073655557
a31	0.306063013481	0.187354142407	0.0888861623333	0.0730690901444	0.288088959667	0.0565386199619
a41	0.467759917827	0.223935980802	0.0716649537778	0.0345884665815	0.161336827056	0.0407138664306
a18	0.376651679276	0.373260760267	0.0708652622593	0.0203186028605	0.122813777685	0.0360899242769
a7	0.185618546425	0.586773886756	0.139776894086	0.0108872939535	0.061221232895	0.0157221488923
a41	0.124046916808	0.625457628919	0.198867758029	0.00754719521783	0.0354896602983	0.0085908201641
a31	0.130155623603	0.67171570964	0.164351091343	0.00710419963928	0.0212977287661	0.00537560492137
a0	0.0962460285343	0.708755803213	0.142590839114	0.0108715905464	0.029893622922	0.0116420983071
a31	0.122783603511	0.517474834404	0.150365256371	0.0655115221821	0.082225409974	0.0616393814357
a39	0.137666597837	0.271893144801	0.0900617411237	0.102751227394	0.292562533325	0.105064767145
a46	0.0823250059457	0.166940158267	0.0440698477079	0.083250937798	0.466700737775	0.156713329048
</S>	0.0789091929728	0.122617844134	0.0325789613539	0.079900531899	0.476852343887	0.209141129524
