 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
a23	0.02831452375	0.0077306177	0.0837462805	0.4274381095	0.06305323435	0.039208383	0.026847684	0.029165892	0.29449526775
a31	0.0579557164167	0.00443867186667	0.1351106055	0.436716017167	0.02874152635	0.0434068763333	0.0547721473333	0.0357281943333	0.20313023775
a24	0.0774186208056	0.00382980188889	0.2330841185	0.205992666389	0.01661813495	0.0424574354444	0.0677937901111	0.178426620444	0.174378789917
a31	0.0825309189352	0.00375998526296	0.3379372195	0.128052576463	0.00625280855	0.0246703801481	0.050134571037	0.291200866815	0.0754606439723
a35	0.0745950446117	0.00276793557932	0.266708093433	0.058158525321	0.00251721519	0.020817517716	0.048209648679	0.485335882272	0.0408901426574
a28	0.0259123933372	0.000992820508107	0.090334575411	0.0297216919403	0.00130983080333	0.0144118887387	0.0274803037597	0.794537444091	0.0152990879191
a37	0.00955257914573	0.000436306042702	0.0330596518037	0.0270843919801	0.00146878030111	0.0079445872129	0.0137421072866	0.89986950803	0.00684215567303
a39	0.00751181524858	0.000518418520901	0.0361651899346	0.09528201066	0.0015217876337	0.00531905997097	0.00972920559553	0.837815912677	0.00613664289101
a20	0.0147279734162	0.00170657849697	0.337356536645	0.12250951022	0.000899534031233	0.00327045002366	0.00634905256518	0.507960020226	0.00522036206367
a31	0.0141924658054	0.00376714459899	0.724450828882	0.07369643074	0.000450719107078	0.00136260749789	0.00247231600506	0.177153916075	0.00245359192122
a44	0.0059009306818	0.00377327439966	0.879687622961	0.0448805282467	0.000263118389026	0.00057308195263	0.000983107449687	0.0628512070017	0.00108717014041
a31	0.0022695870506	0.00231149403322	0.951132687654	0.0214761834156	0.000307646516342	0.00035754215421	0.000406013531229	0.0212139327906	0.000524989256803
a34	0.00191014442687	0.00977654047774	0.947820095885	0.0239674921385	0.00171330744878	0.00355728915807	0.000646074527076	0.00746063444353	0.00314847976227
a31	0.0438497114756	0.0752692454926	0.705816955295	0.0721652117128	0.0169906008163	0.0193684432194	0.0129262391424	0.0170698305145	0.0365437977541
a18	0.0831371638252	0.141571868498	0.393513525098	0.114389893904	0.0444045949388	0.0502381990731	0.0386354937141	0.0434721078382	0.0906371872514
a31	0.114091891275	0.154040942833	0.258388348366	0.120366794635	0.0584087373129	0.0637731410244	0.0539019229047	0.0600603592794	0.11696788575
a18	0.131068207092	0.150034474278	0.189800989455	0.119643551545	0.0687944714376	0.0697622996748	0.0659807559682	0.0721439697598	0.132771298583
a7	0.109486057364	0.138690904759	0.163999403152	0.113656807182	0.0821005304792	0.0850028625583	0.0801593499894	0.0851341732533	0.141769922861
a17	0.0889117674547	0.12964561492	0.259613807717	0.102087612394	0.0744630088264	0.0806234288528	0.0719770146631	0.0770777977511	0.11559995562
a31	0.0879300358182	0.13237614164	0.282646799239	0.104519084131	0.0726962632755	0.0777913496176	0.0695901348877	0.0736125825837	0.0988376052067
a24	0.0976139872727	0.14374098388	0.193462606413	0.11289413471	0.0801707414252	0.0827755098725	0.0777486882959	0.0813040341946	0.130289313736
a31	0.120398114424	0.143776964627	0.162156165471	0.111390628237	0.0769738224751	0.0779379599575	0.075637519432	0.0809639513982	0.150764887912
a43	0.127513619475	0.128657039542	0.134793025157	0.105572012746	0.0763767841584	0.0764218866525	0.0764256298107	0.0827359937994	0.191503995971
a39	0.107540945825	0.114041553181	0.121359001719	0.100748637582	0.0868200767195	0.0879992755508	0.0873275199369	0.0918455862665	0.20231738199
a31	0.125741733275	0.110891608394	0.119183993906	0.103727999194	0.0952066209065	0.0953160385169	0.0956724266456	0.0997870270888	0.15447254733
</S>	0.143981276637	0.110324922197	0.118120596953	0.103613519597	0.0938620154533	0.0932582242584	0.0948228533228	0.0999369635444	0.142079628665
