 	hai	già	mangiato	</S>
a31	0.4829883135	0.07385128205	0.140030025	0.3031303666
a37	0.808321261167	0.024831666068	0.065497076	0.101349973333
a31	0.797212087056	0.0246487317073	0.143626679667	0.0345124580443
a46	0.644450729019	0.0246359963891	0.288430036556	0.0424831995481
a31	0.507736909673	0.12618427895	0.310305505519	0.0557732541827
a39	0.297639845224	0.170917022983	0.466821418506	0.0646216490609
a20	0.193045697075	0.119673394328	0.614184506169	0.0730963553536
a31	0.355834405692	0.136946274776	0.412072403056	0.0951469041179
a46	0.431996775231	0.117886201592	0.278457768685	0.171659258039
a31	0.32494369841	0.179174857197	0.267561262895	0.228320166013
a18	0.255970462803	0.247007549066	0.225631780965	0.271390198671
a24	0.192799534268	0.209595116355	0.241163896988	0.356441436224
a46	0.156443114756	0.182286888785	0.249377062329	0.411892928741
</S>	0.151713587378	0.180413784392	0.256145801164	0.41172684937
