 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.48156120595	0.101074627275	0.0162718376	0.030507403	0.0442632095	0.1576509265	0.16867079122
a31	0.662402101983	0.0364307827083	0.0159091956	0.0516032996667	0.0842426641667	0.0926304131667	0.05678151922
a37	0.660487333994	0.0147558091694	0.0183747845333	0.0616801555556	0.105583864722	0.116572207722	0.0225458190733
a31	0.773541777998	0.00722964422313	0.0168662895111	0.0500246108519	0.0505327687407	0.0896351753407	0.0121697260244
a13	0.560333234666	0.00474980124438	0.0175272461704	0.069173330284	0.134196506747	0.194860364547	0.0191595260081
a31	0.389922720222	0.0632104319181	0.0208752823901	0.091220085428	0.172642622249	0.241733643516	0.020395199516
a43	0.570337040074	0.0981132656394	0.02714929813	0.097148450476	0.0769493374163	0.117481726505	0.0128208470187
a31	0.585534920025	0.175376180213	0.02111445871	0.0722679838253	0.0412170691388	0.089109710835	0.0153796743396
a20	0.442813113342	0.366798636738	0.01216055857	0.0398866369418	0.0280968543796	0.0966148022783	0.0136293961132
a31	0.515835537781	0.330487455579	0.0110143345233	0.0266711849806	0.0201545521265	0.0832066250928	0.0126303163711
a11	0.669180145927	0.18090973186	0.0104279307078	0.0255123969935	0.0277249260422	0.0687369326976	0.017507952457
a31	0.559044591976	0.241784187287	0.0248021681026	0.0331604759978	0.0374361663474	0.0714365915659	0.0323357914857
a30	0.341672820659	0.306733875762	0.0403193360342	0.0518954876659	0.0665499957825	0.111933077855	0.0808953871619
a31	0.177766016886	0.414440665254	0.0482251086781	0.059977838222	0.0787860919275	0.124128497285	0.0966758003873
a42	0.101820396962	0.390699138418	0.0623072995594	0.078423715074	0.109921608643	0.137768003762	0.119059884796
a20	0.0966582003207	0.203696536139	0.0848082765198	0.112565068358	0.157495642881	0.182302821254	0.162473484932
a31	0.0968372567736	0.28791388538	0.0957203821733	0.109062512786	0.132196217627	0.143939367085	0.134330361644
a20	0.0985826789245	0.315977871793	0.100990136058	0.108501614262	0.122871255876	0.129490965695	0.123585423881
</S>	0.110209454462	0.225118600897	0.112641821029	0.123350812131	0.140593767938	0.147759167847	0.14032630194
