 	Valeria	legge	il	giornale	</S>
a31	0.3066096535	0.0097019394	0.212585136	0.1922885305	0.2788147295
a39	0.604400551167	0.00496270656667	0.219438372	0.0695666019261	0.101631785801
a8	0.724932217056	0.00478151752222	0.212834857333	0.0231889237582	0.0342624738683
a31	0.766249525685	0.00411027401074	0.210042547444	0.00773046603621	0.0118671779694
a11	0.870158595228	0.00510556167358	0.114435304148	0.00258715443414	0.0077133863698
a13	0.695812898409	0.00808780755786	0.284242198049	0.000872955571713	0.0109841207899
a31	0.673533466136	0.00539086196862	0.3123435814	0.000293105982904	0.0084389750533
a18	0.887611102045	0.00189238330554	0.10673905485	0.000120056471635	0.0036373849411
a37	0.953772280682	0.00074080994518	0.0423622077833	6.7582916545e-05	0.0030570642137
a11	0.978687726894	0.000276114771727	0.0187497449611	3.19025631817e-05	0.00225446647123
a41	0.992009825631	0.000128496700576	0.00675526662037	2.09716067272e-05	0.00108544270374
a14	0.99658610521	0.000113063780192	0.00253851917346	2.39743129091e-05	0.000738364347913
a31	0.997709498403	0.000304912696731	0.00102173684115	5.6160554303e-05	0.000907769415971
a35	0.993330449468	0.00117742308558	0.00167215986372	0.000735695894768	0.00308431723866
a31	0.939817249823	0.0221859123619	0.00663557295457	0.0104285001983	0.0209327370796
a41	0.865827049941	0.0412915877873	0.0176944136515	0.0260261513994	0.0491607476932
a31	0.70620134998	0.139917464596	0.0410018872172	0.0531558824665	0.0597233772311
a35	0.478571709993	0.189444598199	0.0893223110724	0.116265424156	0.12639594041
a31	0.358401349998	0.217990672733	0.117000913691	0.141096261385	0.165510790137
a8	0.253531707999	0.223939414244	0.13743670123	0.171663017128	0.213429156712
a20	0.168811687333	0.150505991415	0.162921337077	0.219217392376	0.298543612237
a31	0.177168305778	0.172948953805	0.172521939026	0.207328070792	0.270032764079
a37	0.183154978593	0.183319547935	0.183658946342	0.204442013597	0.245424538026
</S>	0.173592609297	0.170720453967	0.185743938171	0.212729111799	0.257213904013
