 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
a31	0.005660771	0.007214809435	0.002034417695	0.0022134212	0.003084695	0.0277642685	0.0244667665	0.050931246	0.0539697145	0.0290848722	0.23186388125	0.0071597664	0.01334658815	0.0122372597	0.0861689965	0.0204521665	0.10179650869	0.07969975976	0.240850092
a37	0.002768213542	0.00266522952067	0.000830629985	0.00146540375333	0.00303243693333	0.0310561761667	0.0296691551667	0.0656840653333	0.0789225815	0.0536210794	0.29734157375	0.1495281169	0.03350880105	0.0114447429	0.0849140218333	0.0110922776767	0.0340750772089	0.0267035706486	0.0816768517053
a8	0.001085666006	0.00143122699256	0.000851420318333	0.00225670110444	0.00477217411111	0.0240777113889	0.0303981690556	0.0617496634444	0.0771761471667	0.0663891498	0.267068764583	0.279778888967	0.07302555035	0.0108184259667	0.0477616019444	0.00387330610223	0.0113585593238	0.00890119174497	0.0272256765073
a31	0.000522061793767	0.00100480217375	0.000831541412778	0.00231300848815	0.00430845305037	0.0152220102296	0.0218671460852	0.0439348678148	0.0526346460556	0.0478361966	0.222066511528	0.180110233989	0.07711758345	0.0136989673222	0.297547582315	0.00313367440074	0.00379275529214	0.00296921304904	0.00908871477659
a39	0.000182415298356	0.000340772967483	0.000285773022593	0.000883859139383	0.00168820884346	0.0114385038432	0.00958855819507	0.0269402849383	0.0467693890185	0.0323983822	0.277802333843	0.0718694233297	0.0514973278167	0.0123733391074	0.446727214105	0.00389514833358	0.00127974760438	0.000992652965413	0.00304662758653
a3	0.000178541801452	0.000744610522494	0.000595390019198	0.00456378790313	0.00530374142782	0.0145671682811	0.00936537266502	0.0284886939794	0.0516417763395	0.0361625357333	0.423497767948	0.0613708301099	0.0856831392722	0.0165425483691	0.256994554702	0.00251265576119	0.000436077231927	0.000331654289132	0.00101914786985
a8	0.00105693744382	0.0137374407408	0.0129610216064	0.0428724906344	0.0371885604759	0.025505306427	0.0220778127217	0.0364616406598	0.0405110104465	0.0344513789111	0.375621419316	0.0754237730366	0.112564258091	0.027034813123	0.139837768234	0.0020964538704	0.000147391309242	0.000110561365772	0.000339964340052
a31	0.00124778996827	0.0174604295626	0.0166289739921	0.0527943392115	0.044406019992	0.0486307921423	0.0281999795739	0.0490076555533	0.0581490318155	0.0441370049704	0.325124019772	0.0815769226789	0.0848852643637	0.0227611408077	0.122539982745	0.0022107360568	8.74423525473e-05	3.74767063253e-05	0.000114976070117
a7	0.00064106114309	0.00703654486987	0.00804058568737	0.0362199464038	0.0239737094973	0.109533577381	0.0293439205246	0.0600194395178	0.0773820572718	0.0471233893235	0.360379346591	0.069596660893	0.0522154804546	0.0101135580026	0.106064510915	0.0021621472856	0.000100332910849	1.35491044418e-05	4.0126303439e-05
a27	0.00161013071436	0.01985663699	0.0171321434625	0.0777559664679	0.0410425281658	0.131596079127	0.0383985411749	0.0618509098393	0.0614903537573	0.0307038851078	0.300921108864	0.0408474819643	0.0379246481515	0.0182661206342	0.115906143638	0.0046041260952	7.37845426163e-05	5.00156184393e-06	1.4367210313e-05
a31	0.00174256566612	0.02301257905	0.0178192102108	0.0750050182893	0.0391380801886	0.087684517709	0.0340495793916	0.0684008632798	0.110035815919	0.0394442160359	0.307885819621	0.0380182316548	0.0289558930505	0.0202130546597	0.103476993679	0.00478379356507	0.000316901283205	6.51504577798e-06	1.03876077043e-05
a0	0.00122268765004	0.0127991754033	0.0126320031269	0.0398162675631	0.0200318548629	0.107889503903	0.0405593531305	0.0902666777599	0.157699115306	0.046707099012	0.321492939874	0.0788359432183	0.0128352396835	0.00693428708823	0.041355015693	0.00772927538836	0.0011131008944	3.48298752593e-05	4.56763270681e-05
a31	0.00296975741668	0.0128470478011	0.012570594909	0.030961832021	0.015870343621	0.129151875968	0.0594125243768	0.112145492587	0.153210768435	0.040514660004	0.239178246625	0.0951747360728	0.00809896806117	0.00294400834941	0.0212244728977	0.0135929267961	0.0207588834315	0.00897738144509	0.0203954961524
a37	0.00449446167223	0.023806435267	0.0120630641697	0.0222737138403	0.0142666928737	0.109638433323	0.0669567047923	0.104576117529	0.130518344145	0.0363868753347	0.166789518875	0.141766367024	0.00785829218706	0.00254252258314	0.0136485222992	0.0183634912654	0.0602892064772	0.0181447361484	0.0456165347175
a31	0.00716786422408	0.0311525457557	0.0125123500566	0.0184694852801	0.0129223061246	0.096834059441	0.0729325382641	0.099975895843	0.0986270993817	0.0283412081116	0.118919972958	0.148563474341	0.00854020912902	0.00315527689438	0.0108331592997	0.0181600744218	0.0635212688257	0.0293010763828	0.120070158239
a24	0.00842913674136	0.0281212925852	0.0100337770189	0.0155706084267	0.0114374455415	0.083338038147	0.071762306088	0.098484425281	0.0886718997939	0.0284854647039	0.113315710986	0.132349990114	0.0101994041097	0.00394392263146	0.00785591263323	0.0137100448073	0.0630380929419	0.0388778107943	0.172374702746
a31	0.00894449924712	0.0269353125284	0.00903551417297	0.0142049020089	0.0106520123472	0.0760238843823	0.069972388696	0.0959654050937	0.081984146598	0.028209851568	0.105964061995	0.127002977705	0.0116960293699	0.00490941874382	0.00710484721108	0.0126109322691	0.0631843626473	0.0415278742648	0.204071534249
a20	0.010113718749	0.0259043658428	0.00812720089099	0.0123128338696	0.0111906206157	0.0741249644608	0.0754921895653	0.101256596365	0.0838423855327	0.030875124856	0.114739652332	0.100523030235	0.0119296184566	0.00553083724794	0.00555341140369	0.00898350025637	0.0434727958824	0.0461171764216	0.229909948083
a31	0.0129291779163	0.0289152992809	0.009150596297	0.0127674719565	0.0121304743386	0.0746772028203	0.0811193511884	0.111816660122	0.0927546451776	0.0367063602853	0.130252977444	0.101319733412	0.0175648071522	0.00940070908265	0.00648383313456	0.00712318741879	0.0337557289608	0.0384988181405	0.182632976028
a37	0.0135940153054	0.0272646540936	0.00892453843233	0.0114671716522	0.0113473279129	0.0724890326068	0.0811342383961	0.116760803374	0.0996375703925	0.0394176420951	0.144499352481	0.101073234471	0.0200731493841	0.0111008418942	0.00670828247819	0.0066791830396	0.0274202253203	0.0329325857135	0.167476168676
